"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2222017","W000-0462-008","CLOSD","314 North Harrison Street, Richmond City VA 23220","23220","Richmond City","Single Family Residence","09/15/2022","$655,000","$650,000","6","Resale (occupied at least once)","1891","None","2,396","0.05","4","2.1","Public Water","Sewer - Public","Other","Individuals"
"1","2221654","782-65-75-62-100-000","CLOSD","11201 Ivywood Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","09/15/2022","$395,000","$405,000","5","Resale (occupied at least once)","1988","Lakewood Farms","2,901","0.55","3","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2222343","710-66-68-39-000-000","CLOSD","7880 Hampton Green Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","09/15/2022","$449,900","$470,000","4","Resale (occupied at least once)","2003","Hampton Park","3,005","0.25","5","3.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2220416","E000-0328-020","CLOSD","702 North 21st Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","09/15/2022","$378,900","$382,000","2","Resale (occupied at least once)","1900","None","1,325","0.06","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2136699","769655431500000","CLOSD","8200 Amara Place, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","09/15/2022","$662,005","$662,005","0","New (never occupied)","2021","The Highlands","3,300","","5","4.0","Public Water","Sewer - Public","VA New","Corporate"
"1","BRTVACF2000282","819645443000000","CLOSD","14119 Elkington Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","09/15/2022","$375,000","$375,000","7","Resale (occupied at least once)","2004","MONTCLAIR AT SOUTHBEND","2,441","0.00","4","3.0","Public Water","Public Sewer On Site, Septic - Shared","",""
"1","2220731","819-64-54-43-000-000","CLOSD","14119 Elkington Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","09/15/2022","$375,000","$375,000","18","Resale (occupied at least once)","2004","Montclair@Southbend","2,441","0.75","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2222524","748-743-1173","CLOSD","1115 Waterford Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","09/15/2022","$394,950","$401,000","1","Resale (occupied at least once)","1968","Westmoor","2,534","0.43","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2220135","782-762-6494","CLOSD","1318 Connecticut Avenue, Henrico VA 23060","23060","Henrico","Single Family Residence","09/15/2022","$350,000","$350,000","14","Resale (occupied at least once)","1930","Biltmore","2,054","0.33","4","3.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2219569","763-65-15-63-300-000","CLOSD","11512 Lylwood Lane, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","09/15/2022","$534,975","$534,975","33","Resale (occupied at least once)","1999","The Highlands","2,578","1.65","4","2.1","Public Water","Septic - Conventional","Conventional","Corporate"
"1","2135974","697670454200000","CLOSD","18365 Palisades Court, Chesterfield VA 23120","23120","Chesterfield","Townhouse","09/15/2022","$448,035","$448,035","1","New (never occupied)","2022","Magnolia Green","2,446","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2121654","762-772-3050","CLOSD","11454 Old Mountain Road, Henrico VA 23060","23060","Henrico","Single Family Residence","09/15/2022","$599,950","$580,000","95","Resale (occupied at least once)","2013","Holladay Hill","3,358","0.34","6","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124622","713-67-17-46-000-000","CLOSD","6929 Dunton Road, Chesterfield VA 23832","23832","Chesterfield","Townhouse","09/15/2022","$342,950","$371,978","92","New (never occupied)","2022","Cosby Village Townhomes","2,122","","2","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2123676","33-11-0-7-0","CLOSD","2511 Carver Oaks Court, Goochland VA 23146","23146","Goochland","Single Family Residence","09/15/2022","$570,950","$683,829","0","New (never occupied)","2022","Carver Oaks","3,602","","4","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2222239","752-764-0595","CLOSD","4602 Needles Eye Terrace, Henrico VA 23060","23060","Henrico","Single Family Residence","09/15/2022","$469,900","$460,000","6","Resale (occupied at least once)","1986","The Village @ Innsbrook","1,945","0.41","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2219970","719-65-75-26-500-000","CLOSD","10310 Beechgrove Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","09/15/2022","$435,000","$417,000","28","Resale (occupied at least once)","1985","Amberwood","1,963","1.08","4","2.1","Well","Septic - Conventional","Cash","Individuals"
"1","2215519","789-754-0289","CLOSD","8201 Tarkington Drive, Henrico VA 23227","23227","Henrico","Single Family Residence","09/15/2022","$395,500","$385,000","71","Resale (occupied at least once)","1962","Wildwood","1,617","0.29","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2217409","N005-1079-012","CLOSD","3220 4th Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","09/15/2022","$225,000","$200,000","54","Resale (occupied at least once)","1920","Highland Park","954","0.25","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2220898","788-66-38-80-900-000","CLOSD","10300 Hamlin Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","09/15/2022","$320,000","$315,000","6","Resale (occupied at least once)","1985","Glen Oaks","1,712","0.35","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
