"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2025268","723-65-62-91-600-000","CLOSD","11555 Longtown Trail, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/03/2020","$349,075","$351,339","28","New (never occupied)","2020","Collington","2,340","0.28","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2034764","781-744-8152","CLOSD","2106 Lennox Road, Henrico VA 23228","23228","Henrico","Single Family Residence","12/28/2020","$289,000","$340,000","8","Resale (occupied at least once)","1947","Bryan Parkway","1,482","0.17","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2034692","748-68-36-58-000-000","CLOSD","4050 Anita Avenue, Chesterfield VA 23112","23112","Chesterfield","Townhouse","01/01/2021","$189,900","$193,900","6","Resale (occupied at least once)","2005","Rockwood Terrace Townhouse","1,320","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2035308","823-720-2612","CLOSD","513 Heather Circle, Henrico VA 23075","23075","Henrico","Single Family Residence","01/01/2021","$229,500","$237,000","6","Resale (occupied at least once)","1960","Scottie Farms","1,250","0.32","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032457","E000-0292-012","CLOSD","608 North 23rd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","01/02/2021","$444,950","$455,000","11","Resale (occupied at least once)","1910","None","2,080","0.06","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032577","E000-0802-018","CLOSD","1213 North 32nd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","01/02/2021","$289,950","$295,000","3","New (never occupied)","2020","None","1,764","0.04","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2031932","C005-0483-003","CLOSD","1417 Leicester Road, Richmond City VA 23225","23225","Richmond City","Single Family Residence","01/02/2021","$499,950","$485,000","28","New (never occupied)","2020","Westover Terrace","3,116","0.40","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2034421","766-757-0594","CLOSD","5607 Millwheel Way, Henrico VA 23228","23228","Henrico","Townhouse","01/02/2021","$219,950","$226,000","4","Resale (occupied at least once)","2005","Millspring Townes","1,440","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032648","8047157937","CLOSD","2211 Rawlings Street, Henrico VA 23231","23231","Henrico","Single Family Residence","01/02/2021","$229,950","$229,950","2","Resale (occupied at least once)","1941","None","1,786","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032471","E0000559017","CLOSD","2320 R St, Richmond City VA 23223","23223","Richmond City","Single Family Residence","01/02/2021","$339,950","$335,000","7","Resale (occupied at least once)","1900","None","1,998","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
