"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2001992","8725-90-3408","CLOSD","6032 Green Haven Drive, Hanover VA 23111","23111","Hanover","Single Family Residence","03/19/2020","$309,850","$309,850","12","Resale (occupied at least once)","1998","Pebble Creek","2,403","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2020257","795-66-06-58-700-000","CLOSD","11324 Canterbury Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","08/28/2020","$239,950","$240,000","6","Resale (occupied at least once)","1963","Fan Court","2,700","0.46","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1929284","43-42-D-19-0","CLOSD","1748 Fishers Pond Drive, Goochland VA 23102","23102","Goochland","Single Family Residence","08/28/2020","$775,000","$820,000","334","New (never occupied)","2020","Breeze Hill","3,813","2.10","5","4.0","Well","Septic - Conventional","Conventional","Other"
"1","2023142","029-22A","CLOSD","2524 Mill Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","09/11/2020","$460,000","$440,000","24","New (never occupied)","2020","None","2,675","2.50","4","2.1","Well","Septic - Conventional","Cash","Corporate"
"1","2018270","770-64-25-20-000-000","CLOSD","7400 Crathes Terrace, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","09/18/2020","$465,000","$452,500","60","Resale (occupied at least once)","2019","The Highlands","2,088","2.09","3","2.0","Public Water","Septic - Alternative","VA New","Individuals"
"1","2009474","758-64-68-45-300-000","CLOSD","9404 Woodpecker Road, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","09/18/2020","$369,000","$369,000","137","New (never occupied)","2020","None","2,121","1.14","4","2.0","Well","Septic - Conventional","Conventional","Corporate"
"1","2013548","815649409100000","CLOSD","13512 Enon Oaks Place, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","09/18/2020","$321,535","$321,535","0","New (never occupied)","2020","Bermuda Orchard","2,114","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2002213","G19-1431-1079","CLOSD","4405 Rock Wren Drive, New Kent VA 23140","23140","New Kent","Single Family Residence","09/18/2020","$349,950","$453,179","0","New (never occupied)","2020","Brickshire","3,599","0.00","4","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2006220","730-66-31-90-200-000","CLOSD","9512 Kinnerton Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","09/18/2020","$387,950","$429,589","0","New (never occupied)","2020","Collington East","2,833","0.00","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2016184","E000-0628-017","CLOSD","3024 P Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","09/18/2020","$499,900","$499,900","47","Resale (occupied at least once)","1920","None","4,031","0.27","4","3.1","Public Water","Sewer - Public","FHA New","Individuals"
