"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2411086","727-72-12-67-000-000","CLOSD","13820 Mount Hill Court, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","07/24/2024","$790,000","$790,000","40","Resale (occupied at least once)","1984","Salisbury","3,210","0.92","5","2.1","Public Water","Septic - Conventional","Conventional","Corporate"
"1","2417720","771-67-80-94-100-000","CLOSD","6154 Buntline Lane, Chesterfield VA 23234","23234","Chesterfield","Townhouse","08/09/2024","$339,950","$349,000","18","Resale (occupied at least once)","2021","Watermark","1,843","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","BRTVAHN2000616","825-722-4987","CLOSD","111 North Rose Avenue, Henrico VA 23075","23075","Henrico","Single Family Residence","08/09/2024","$329,900","$332,000","6","Resale (occupied at least once)","2021","HIGHLAND SPRINGS","1,440","0.15","3","3.0","Public Water","Public Sewer On Site","",""
"1","2413343","759-70-91-77-400-000","CLOSD","8701 Sheldeb Drive, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","08/09/2024","$524,950","$448,200","60","Resale (occupied at least once)","1976","Buford Estates","3,522","0.37","5","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2327139","7717-81-9846","CLOSD","2263 Osborne Ridge Road, Goochland VA 23146","23146","Goochland","Single Family Residence","08/09/2024","$729,950","$866,766","0","New (never occupied)","2024","Tuckahoe Bridge","3,278","0.56","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2418308","718-66-40-03-000-000","CLOSD","15300 Greenhart Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","08/09/2024","$549,950","$560,000","5","Resale (occupied at least once)","2019","Harpers Mill","2,802","0.36","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2401559","101848","CLOSD","5166 Brandon Pines Way, New Kent VA 23140","23140","New Kent","Single Family Residence","08/09/2024","$604,048","$604,048","5","New (never occupied)","2024","Brickshire","2,470","0.45","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2416716","796-63-94-88-900-000","CLOSD","3136 Loganwood Drive, Chesterfield VA 23834","23834","Chesterfield","Single Family Residence","08/09/2024","$345,000","$345,000","11","Resale (occupied at least once)","1983","Happy Hill Farms","1,632","0.27","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2404753","807-713-4365","CLOSD","2645 Butterbean Court, Henrico VA 23231","23231","Henrico","Single Family Residence","08/09/2024","$438,635","$438,635","119","New (never occupied)","2024","None","1,982","0.27","4","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2415853","742-746-8872","CLOSD","1705 Windingridge Court, Henrico VA 23238","23238","Henrico","Single Family Residence","08/09/2024","$625,000","$625,000","5","Resale (occupied at least once)","1976","Gayton Forest","3,468","0.31","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
