"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2126974","745-62-65-30-300-000","CLOSD","15613 Corte Castle Terrace, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","10/06/2021","$350,000","$370,000","6","Resale (occupied at least once)","2020","Rivers Trace","2,052","0.94","4","3.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2126446","792-755-6788","CLOSD","8221 Chamberlayne Road, Henrico VA 23227","23227","Henrico","Single Family Residence","10/06/2021","$300,000","$318,600","11","Resale (occupied at least once)","1966","Chamberlayne Hills","2,378","0.46","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2104370","7796-66-8731","CLOSD","9221 Fairfield Farm Court, Hanover VA 23116","23116","Hanover","Single Family Residence","10/06/2021","$487,760","$487,760","14","New (never occupied)","2021","Giles Farm","2,755","0.00","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2126321","738-766-8010","CLOSD","12145 Manor Glen Lane, Henrico VA 23059","23059","Henrico","Single Family Residence","10/06/2021","$669,826","$669,826","11","Resale (occupied at least once)","2016","Short Pump Manor At Bacova","3,581","0.18","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124386","811649792900000","CLOSD","13712 Bastian Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","10/06/2021","$442,000","$442,000","22","New (never occupied)","2021","Ramblewood Estates","2,718","","4","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2120966","W022-0516-005","CLOSD","1223 Rothesay Circle, Richmond City VA 23221","23221","Richmond City","Single Family Residence","10/06/2021","$825,000","$825,000","13","Resale (occupied at least once)","1950","Rothesay","2,697","0.78","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2122287","720-67-48-29-900-000","CLOSD","6114 Duck Cove Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$289,900","$300,000","14","Resale (occupied at least once)","1985","Woodlake","1,508","0.19","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2124444","C006-0360-009","CLOSD","623 Arizona Drive, Richmond City VA 23224","23224","Richmond City","Single Family Residence","10/06/2021","$239,950","$255,000","5","Resale (occupied at least once)","1961","Woodstock","1,378","0.54","4","2.0","Public Water","Sewer - Public","FHA New","Partnership"
"1","2123779","746-70-49-19-500-000","CLOSD","230 Eastman Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/06/2021","$279,950","$285,000","17","Resale (occupied at least once)","1983","Hylton Park","1,946","0.33","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124991","845-712-1363","CLOSD","3621 Old Williamsburg Road, Henrico VA 23150","23150","Henrico","Single Family Residence","10/06/2021","$265,000","$272,000","2","Resale (occupied at least once)","1989","None","1,525","1.06","3","1.1","Well","Septic - Conventional","Conventional","Estate, Individuals"
"1","2123812","796-65-85-57-400-000","CLOSD","2730 Perdue Avenue, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","10/06/2021","$259,999","$267,000","16","Resale (occupied at least once)","1986","Warfield Estates","1,413","0.35","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2123207","818-64-59-47-100-000","CLOSD","800 Greyshire Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","10/06/2021","$469,600","$459,500","31","Resale (occupied at least once)","2003","Montclair","3,468","0.34","5","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2102232","740-66-72-98-900-000","CLOSD","9024 Sugar Hill Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$448,000","$448,000","2","New (never occupied)","2021","Bayhill Pointe","3,342","0.36","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2126018","720-68-74-67-600-000","CLOSD","14644 Sailboat Circle, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$389,900","$389,900","6","Resale (occupied at least once)","2006","Edgewater At The Reservoir","2,272","0.14","3","3.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2107313","713-67-15-39-900-000","CLOSD","6836 Dunton Road, Chesterfield VA 23832","23832","Chesterfield","Townhouse","10/06/2021","$394,305","$404,920","5","New (never occupied)","2021","Cosby Village Townhomes","2,385","","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2122052","6-4-0-15-0","CLOSD","4617 Hadensville Farm Lane, Goochland VA 23117","23117","Goochland","Single Family Residence","10/06/2021","$484,950","$490,000","9","Resale (occupied at least once)","1995","Hadensville Farms","3,416","6.19","4","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2126536","767-63-80-24-000-000","CLOSD","8231 Cattail Road, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","10/06/2021","$359,950","$375,000","4","Resale (occupied at least once)","1997","The Meadowlands","1,663","5.81","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2126737","803-704-7959","CLOSD","1406 Southbury Avenue, Henrico VA 23231","23231","Henrico","Single Family Residence","10/06/2021","$259,950","$260,000","3","Resale (occupied at least once)","1960","Nelson Estates","1,222","0.33","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2127424","W000-1200-014","CLOSD","2710 Parkwood Avenue, Richmond City VA 23220","23220","Richmond City","Single Family Residence","10/06/2021","$349,950","$349,950","8","Resale (occupied at least once)","1925","None","1,062","0.04","2","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2127251","8706-13-4818","CLOSD","8045 Belton Circle, Hanover VA 23116","23116","Hanover","Townhouse","10/06/2021","$329,000","$320,000","6","Resale (occupied at least once)","2008","Rutland","2,320","0.05","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2123698","740-69-05-63-600-000","CLOSD","2630 Quisenberry Street, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$249,950","$254,500","4","Resale (occupied at least once)","1992","Clarendon","1,442","0.27","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2127271","728-66-97-13-400-000","CLOSD","13912 War Admiral Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$314,500","$320,000","4","Resale (occupied at least once)","1990","Deer Run","1,896","0.31","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2126368","7798-80-2628","CLOSD","11039 Wychwood Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","10/06/2021","$295,000","$315,000","0","Resale (occupied at least once)","2000","Forest Lake Hills","1,652","0.85","3","2.0","Well","Sewer - Public","FHA New","Individuals"
"1","2125473","21-10-0-4-0","CLOSD","2911 Stone Creek Drive, Goochland VA 23153","23153","Goochland","Single Family Residence","10/06/2021","$420,000","$410,000","13","Resale (occupied at least once)","1999","Mill Forest","2,340","4.41","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2127206","746-62-62-83-800-000","CLOSD","11630 Corte Castle Road, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","10/06/2021","$259,999","$275,000","5","Resale (occupied at least once)","2002","Rivers Trace","1,511","1.02","3","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2127153","6-4-2","CLOSD","4480 Wilma Lane, Charles City County VA 23231","23231","Charles City County","Single Family Residence","10/06/2021","$250,000","$260,000","6","Resale (occupied at least once)","2012","None","1,316","2.03","3","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2126991","784-748-5322","CLOSD","1335 Claytor Lane, Henrico VA 23227","23227","Henrico","Townhouse","10/06/2021","$345,000","$359,451","6","Resale (occupied at least once)","2019","Lakeside Landing","2,165","0.08","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2126831","739-68-82-22-200-000","CLOSD","12204 Mckenna Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$210,000","$210,000","7","Resale (occupied at least once)","1984","Clarendon","858","0.31","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2126521","N000-1266-002","CLOSD","3518 Delaware Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","10/06/2021","$325,000","$325,000","5","Resale (occupied at least once)","1926","North Highland Park","1,440","0.13","3","2.1","Public Water","Sewer - Public","Conventional","Corporate, Individuals"
"1","2126491","769-761-8871","CLOSD","2919 Mary Beth Lane, Henrico VA 23060","23060","Henrico","Townhouse","10/06/2021","$199,900","$210,000","7","Resale (occupied at least once)","1998","Laurel Lakes Ths","1,280","","3","1.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2126366","749-69-96-77-200-000","CLOSD","830 Pineville Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/06/2021","$249,900","$260,000","3","Resale (occupied at least once)","1992","None","1,600","0.21","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2126043","746-70-47-98-900-000","CLOSD","10702 Kelmont Court, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/06/2021","$288,000","$301,000","4","Resale (occupied at least once)","1983","Hylton Park","1,617","0.40","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2126012","806-64-19-02-000-000","CLOSD","1619 Southcreek Drive, Chesterfield VA 23834","23834","Chesterfield","Single Family Residence","10/06/2021","$245,000","$245,000","0","Resale (occupied at least once)","2000","Southcreek","1,416","0.69","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2125919","754-742-4810","CLOSD","8506 Weldon Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","10/06/2021","$249,000","$266,000","6","Resale (occupied at least once)","1954","Beverly Hills","1,104","0.25","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2125861","015A-1-21","CLOSD","3130 Maidens Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","10/06/2021","$389,000","$435,100","8","Resale (occupied at least once)","1993","Fine Creek Farms","2,620","2.07","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2125343","C009-1059-014","CLOSD","3021 Dupont Avenue, Richmond City VA 23234","23234","Richmond City","Single Family Residence","10/06/2021","$210,000","$215,000","6","Resale (occupied at least once)","1957","Ampthill Heights","1,272","0.34","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2125296","W000-1412-036","CLOSD","3122 Kensington Avenue #UnitU9, Richmond City VA 23221","23221","Richmond City","Condominium","10/06/2021","$230,000","$235,000","2","Resale (occupied at least once)","1928","None","807","0.02","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124859","709-69-63-59-800-000","CLOSD","16507 Hannington Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/06/2021","$875,000","$890,000","7","Resale (occupied at least once)","2016","Hallsley","4,505","0.44","6","5.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124364","701-67-49-64-600-000","CLOSD","6301 Sagamore Way, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","10/06/2021","$749,000","$757,000","6","Resale (occupied at least once)","2020","Magnolia Green","6,042","0.37","6","5.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124311","8706-54-1140","CLOSD","8251 Sugar Wood Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","10/06/2021","$425,000","$450,000","7","Resale (occupied at least once)","2001","Huntington Woods","2,734","0.47","5","3.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124151","720-66-98-24-800-010","CLOSD","7615 Ashlake Commons, Chesterfield VA 23832","23832","Chesterfield","Condominium","10/06/2021","$400,000","$425,000","1","Resale (occupied at least once)","2018","The Villas at Ashlake","1,825","11.47","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2123874","789-68-47-74-600-000","CLOSD","2731 Parkdale Road, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","10/06/2021","$225,000","$245,000","4","Resale (occupied at least once)","1925","Bensley","1,392","0.51","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2123251","772-764-1152","CLOSD","2609 Jordan Court, Henrico VA 23060","23060","Henrico","Single Family Residence","10/06/2021","$279,950","$275,000","13","Resale (occupied at least once)","1985","Windsor Woods","1,109","0.27","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2123250","754-765-7377","CLOSD","9715 Country Way Road, Henrico VA 23060","23060","Henrico","Single Family Residence","10/06/2021","$350,000","$337,500","8","Resale (occupied at least once)","1987","Country Meadows","1,692","0.28","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2121768","744-71-51-95-100-000","CLOSD","2124 Deauville Road, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","10/06/2021","$285,000","$286,000","9","Resale (occupied at least once)","1973","Greenfield","1,860","0.23","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2120943","816-674-2857","CLOSD","9341 Varina Road, Henrico VA 23231","23231","Henrico","Single Family Residence","10/06/2021","$679,900","$690,000","11","Resale (occupied at least once)","1835","Acreage","4,030","26.64","3","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2117594","748682144300000","CLOSD","4477 Braden Woods Drive #UnitFF-A, Chesterfield VA 23832","23832","Chesterfield","Townhouse","10/06/2021","$336,490","$333,837","12","New (never occupied)","2021","Braden Townes","1,567","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2121973","W000-0437-100","CLOSD","416 South Harrison Street, Richmond City VA 23220","23220","Richmond City","Single Family Residence","10/07/2021","$369,000","$374,000","44","Resale (occupied at least once)","2015","None","1,517","0.04","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2123049","8709-89-5121","CLOSD","12451 Bumpy Hollow Lane, Hanover VA 23069","23069","Hanover","Single Family Residence","10/07/2021","$389,500","$357,000","25","Resale (occupied at least once)","1941","None","2,440","2.00","4","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2128639","741-67-91-43-400-000","CLOSD","4933 Bailey Woods Lane, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/07/2021","$349,000","$349,000","2","New (never occupied)","2021","Cosby Estates","1,708","","3","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2122898","E000-0877-029","CLOSD","1107 North 33rd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","10/07/2021","$259,900","$255,000","23","Resale (occupied at least once)","1910","Chimborazo","1,262","0.05","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2110666","7796-67-8313","CLOSD","9104 Fenshaw Court, Hanover VA 23116","23116","Hanover","Single Family Residence","10/07/2021","$649,950","$640,950","68","New (never occupied)","2021","Giles Farm","3,942","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2124687","8707-09-8186","CLOSD","10470 Malboro Road, Hanover VA 23116","23116","Hanover","Single Family Residence","10/07/2021","$474,950","$475,000","15","Resale (occupied at least once)","1987","Hanover Hills Small Farms","3,356","1.03","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2121329","750-70-55-08-400-000","CLOSD","9710 Goodward Court, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/07/2021","$319,950","$307,000","24","Resale (occupied at least once)","1968","Shenandoah","2,892","0.47","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
