"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2214758","774-68-65-55-500-000","CLOSD","5416 Jessup Road, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","07/21/2022","$229,500","$225,000","16","Resale (occupied at least once)","1967","Trampling Farms","1,560","0.29","3","1.1","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2214229","735-65-86-77-900-000","CLOSD","12921 Donegal Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","07/22/2022","$325,000","$330,000","16","Resale (occupied at least once)","1985","Donegal Glen","2,251","1.35","4","3.1","Well","Septic - Conventional","VA New","Individuals"
"1","2215461","28B  3    94","CLOSD","8240 Brown Avenue, New Kent VA 23181","23181","New Kent","Single Family Residence","07/22/2022","$299,500","$315,500","8","Resale (occupied at least once)","2005","Browns","1,646","0.46","3","2.1","Well","Septic - Conventional","VA New","Individuals"
"1","2217674","042B-1B-7","CLOSD","1725 Old Powhatan Estates, Powhatan VA 23139","23139","Powhatan","Single Family Residence","07/22/2022","$499,950","$515,000","3","Resale (occupied at least once)","1964","Old Powhatan Estates","3,914","1.44","5","4.0","Well","Septic - Conventional","Conventional","Other"
"1","2212696","819-715-9532","CLOSD","4903 Sanburne Parkway, Henrico VA 23150","23150","Henrico","Single Family Residence","07/22/2022","$265,000","$265,000","13","Resale (occupied at least once)","1958","Sanburne Park","1,636","0.37","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2214030","737-70-93-96-100-000","CLOSD","11900 West Petty Road, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","07/22/2022","$350,000","$350,000","7","Resale (occupied at least once)","1975","Olde Coach Village","2,236","0.40","4","3.0","Public Water","Sewer - Public","Conventional","Estate"
"1","2216266","8717-35-7627","CLOSD","7312 Windermere Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","07/22/2022","$359,500","$395,000","1","Resale (occupied at least once)","1968","Colonial Forest","1,932","1.02","3","2.0","Community Well","Septic - Conventional","Conventional","Individuals"
"1","2210810","735-71-05-59-100-000","CLOSD","12320 Little Pond Lane, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","07/22/2022","$365,000","$365,000","45","Resale (occupied at least once)","1977","Olde Coach Village","1,957","0.35","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2210433","766-70-01-12-800-000","CLOSD","1657 Milo Road, Chesterfield VA 23225","23225","Chesterfield","Single Family Residence","07/22/2022","$374,900","$360,000","35","Resale (occupied at least once)","1953","Elkhardt Park","4,204","0.37","5","3.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2137298","TBD","CLOSD","8719 Kingsland Park Drive, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","07/22/2022","$381,935","$381,935","0","New (never occupied)","2021","Kingsland Woods","1,823","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2136465","TBD","CLOSD","11336 Amara Drive, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","07/22/2022","$490,100","$490,100","0","New (never occupied)","2021","The Highlands","2,380","","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2134203","716689678100000","CLOSD","3813 Bellstone Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/22/2022","$740,135","$721,573","0","New (never occupied)","2021","Rountrey","3,252","","4","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2131276","716689599700000","CLOSD","3812 Bellstone Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/22/2022","$661,193","$721,573","0","New (never occupied)","2021","Rountrey","3,252","","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2127032","722-65-68-60-600-000","CLOSD","11930 Longtown Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/22/2022","$390,860","$413,311","21","New (never occupied)","2021","Willow Creek","2,033","0.32","4","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2124108","7796-53-9560","CLOSD","9343 Janeway Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","07/22/2022","$546,495","$546,495","100","New (never occupied)","2021","Giles Farm","3,306","","4","3.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2214976","750-70-36-52-600-000","CLOSD","9721 Castleburg Drive, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","07/22/2022","$299,950","$299,950","6","Resale (occupied at least once)","1969","Pocoshock Heights","1,300","0.06","3","1.1","Public Water","Sewer - Public","FHA New","Estate"
"1","2201220","TBD","CLOSD","3825 Clarendon Crescent Place, Henrico VA 23223","23223","Henrico","Single Family Residence","07/22/2022","$377,460","$377,460","0","New (never occupied)","2022","Kensington Meadows","1,671","","3","2.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2211762","782-746-0348","CLOSD","5803 Lakeside Avenue, Henrico VA 23228","23228","Henrico","Single Family Residence","07/22/2022","$429,000","$427,000","42","New (never occupied)","2022","Bloomingdale","2,280","","5","3.1","Public Water","Sewer - Public","Conventional","Partnership"
"1","2204937","19G12A20 77","CLOSD","7735 Battlefield Commons #Unit77, New Kent VA 23141","23141","New Kent","Condominium","07/22/2022","$278,900","$278,900","4","New (never occupied)","2022","Cumberland","1,580","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2201424","TBD","CLOSD","3912 Clarendon Crescent Court, Henrico VA 23223","23223","Henrico","Single Family Residence","07/22/2022","$359,820","$359,820","0","New (never occupied)","2022","Kensington Meadows","1,671","","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2133116","746-69-22-70-900-000","CLOSD","10605 Halflight Drive, Chesterfield VA 23236","23236","Chesterfield","Townhouse","07/22/2022","$363,180","$377,340","2","New (never occupied)","2021","Sunset Hills","2,075","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2129290","792-64-04-10-800-000","CLOSD","4106 Tosh Lane, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","07/22/2022","$509,900","$509,900","228","New (never occupied)","2021","Greenbriar Woods","2,591","0.29","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2134095","c006-0609-004","CLOSD","2135 Allwood Avenue, Richmond City VA 23224","23224","Richmond City","Single Family Residence","07/22/2022","$234,900","$240,000","16","Resale (occupied at least once)","1950","Cranford Heights","851","","3","1.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2125117","825-66-28-30-900-000","CLOSD","11619 Sinker Creek Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","07/22/2022","$544,950","$684,367","0","New (never occupied)","2021","Meadowville Landing","2,835","","4","5.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2210468","794626894200000","CLOSD","206 Walkers Cove Drive, Chesterfield VA 23834","23834","Chesterfield","Single Family Residence","07/22/2022","$399,950","$403,000","7","New (never occupied)","2022","Walkers Cove","2,072","0.60","3","2.1","Well","Septic - Engineered","VA New","Corporate"
"1","2106667","716689327000000","CLOSD","3842 Bellstone Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/22/2022","$741,321","$787,585","2","New (never occupied)","2021","Rountrey","3,036","","5","4.3","Public Water","Sewer - Public","Conventional","Partnership"
"1","2218018","740-773-3680","CLOSD","5821 Ketterley Row, Henrico VA 23059","23059","Henrico","Single Family Residence","07/22/2022","$750,000","$745,000","2","Resale (occupied at least once)","2008","Ketterley At Grey Oaks","3,661","0.80","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
