"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2310340","776-765-0572","CLOSD","10517 Woodman Road, Henrico VA 23060","23060","Henrico","Single Family Residence","07/10/2023","$795,000","$795,000","3","Resale (occupied at least once)","1993","Acreage","3,900","2.45","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2310093","028-5-9C","CLOSD","2171 Hunters Mill Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","07/10/2023","$625,000","$640,000","24","Resale (occupied at least once)","1993","Hunters Mill","3,220","10.46","4","2.1","Well","Septic - Conventional","VA New","Individuals"
"1","2211883","TBD","CLOSD","1033 N Lombardy Street #UnitB, Richmond City VA 23220","23220","Richmond City","Condominium","07/10/2023","$529,990","$525,990","186","New (never occupied)","2022","Carver Square","2,518","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2311772","825-692-4882","CLOSD","3510 Chillingham Court, Henrico VA 23231","23231","Henrico","Single Family Residence","07/10/2023","$449,999","$449,999","3","Resale (occupied at least once)","2017","Castleton","2,946","0.28","4","3.1","Public Water","Community - Sewer/Septic","VA New","Corporate"
"1","2231424","713-67-08-49-400-000","CLOSD","7041 Leire Lane, Chesterfield VA 23832","23832","Chesterfield","Townhouse","07/10/2023","$364,095","$350,950","5","New (never occupied)","2022","Cosby Village Townhomes","2,048","","3","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2224575","771683276400000","CLOSD","6000 Bison Ford Drive, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","07/10/2023","$389,155","$385,155","0","New (never occupied)","2022","Jessup Meadows","1,903","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2313398","748-750-8358","CLOSD","9606 January Court, Henrico VA 23238","23238","Henrico","Single Family Residence","07/10/2023","$475,000","$505,000","5","Resale (occupied at least once)","1982","Oldhouse Run","2,393","0.27","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2311560","S000-1123-016","CLOSD","2802 Midlothian Turnpike, Richmond City VA 23224","23224","Richmond City","Single Family Residence","07/10/2023","$314,995","$302,500","25","Resale (occupied at least once)","1949","Swansboro","1,296","0.13","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2311641","738-71-19-98-900-000","CLOSD","1608 Sandgate Road, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","07/10/2023","$439,000","$449,000","1","Resale (occupied at least once)","1969","Olde Coach Village","2,132","0.34","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313563","797-737-0912","CLOSD","908 Pensacola Avenue, Henrico VA 23222","23222","Henrico","Single Family Residence","07/10/2023","$289,900","$305,000","5","Resale (occupied at least once)","2007","Highland Park Annex","1,364","0.14","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313381","776-765-0492","CLOSD","10531 Woodman Road, Henrico VA 23060","23060","Henrico","Single Family Residence","07/10/2023","$200,000","$200,000","2","Resale (occupied at least once)","1960","Acreage","786","","1","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2312050","700-64-07-13-700-000","CLOSD","13300 Cedar Creek Road, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","07/10/2023","$300,000","$315,000","5","Resale (occupied at least once)","1971","None","1,152","1.02","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2311779","819-729-9442","CLOSD","331 Forest Avenue, Henrico VA 23223","23223","Henrico","Single Family Residence","07/10/2023","$339,950","$334,000","22","Resale (occupied at least once)","1971","Acreage","1,864","0.90","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2307823","770-68-70-11-600-000","CLOSD","4911 Turner Road, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","07/10/2023","$315,000","$307,000","44","Resale (occupied at least once)","1957","None","2,183","0.97","3","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2309213","753-751-0416","CLOSD","1914 Sweetwater Lane, Henrico VA 23229","23229","Henrico","Single Family Residence","07/10/2023","$399,900","$402,000","46","Resale (occupied at least once)","1964","Three Chopt Estates","1,771","0.25","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2216635","714-67-10-02-300-000","CLOSD","7005 Leire Lane, Chesterfield VA 23832","23832","Chesterfield","Townhouse","07/10/2023","$423,950","$454,085","0","New (never occupied)","2022","Cosby Village Townhomes","2,304","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2312056","788-67-78-75-900-000","CLOSD","3031 Libwood Avenue, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","07/10/2023","$280,000","$280,000","9","Resale (occupied at least once)","2009","Rayon Park","1,284","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2312879","772-735-5697.032","CLOSD","5100 Monument Avenue #Unit314, Henrico VA 23230","23230","Henrico","Condominium","07/10/2023","$249,950","$230,000","18","Resale (occupied at least once)","1961","5100 Monument","1,295","0.03","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2313568","809-729-5682","CLOSD","4118 Dominion Townes Circle, Henrico VA 23223","23223","Henrico","Townhouse","07/10/2023","$264,950","$262,950","4","Resale (occupied at least once)","2006","Dominion Townes","1,440","0.04","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2314836","726-66-04-28-600-000","CLOSD","9143 Sir Britton Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","07/10/2023","$429,000","$450,100","6","Resale (occupied at least once)","2009","The Woods At Summerford","2,346","0.29","4","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2314447","738-68-83-54-600-000","CLOSD","3003 Duck River Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/10/2023","$204,950","$195,000","3","Resale (occupied at least once)","1985","Plum Creek At South Ridge","852","0.25","2","1.0","Public Water","Sewer - Public","Cash","Estate"
"1","2314260","775-66-14-57-700-000","CLOSD","6001 Holly Trace Terrace, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","07/10/2023","$270,000","$276,000","5","Resale (occupied at least once)","1994","Holly Trace","1,088","0.22","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2314247","W000-1626-044","CLOSD","3410 Monument Avenue #UnitU304, Richmond City VA 23221","23221","Richmond City","Condominium","07/10/2023","$205,000","$226,000","7","Resale (occupied at least once)","1924","Monument Terrace","487","0.00","1","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2314242","20-14-11A","CLOSD","9290 Topeka, New Kent VA 23141","23141","New Kent","Single Family Residence","07/10/2023","$479,950","$485,000","5","Resale (occupied at least once)","2013","None","1,780","","3","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2314205","755-741-3578","CLOSD","8404 Weldon Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","07/10/2023","$399,950","$420,000","14","Resale (occupied at least once)","1953","Beverly Hills","1,224","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2314086","767-738-7587","CLOSD","6217 Monument Avenue, Henrico VA 23226","23226","Henrico","Single Family Residence","07/10/2023","$499,000","$500,000","5","Resale (occupied at least once)","1957","Westview Manor","1,760","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2314039","725-68-61-79-900-000","CLOSD","14101 Liberty Oaks Circle, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/10/2023","$348,000","$348,000","3","Resale (occupied at least once)","1984","The Oaks","1,508","0.16","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313954","8725-26-6825","CLOSD","6831 Turnage Lane, Hanover VA 23111","23111","Hanover","Single Family Residence","07/10/2023","$484,000","$495,000","6","Resale (occupied at least once)","2001","Sherrington","2,516","0.21","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313799","W000-1282-010","CLOSD","2905 Ellwood Avenue, Richmond City VA 23221","23221","Richmond City","Single Family Residence","07/10/2023","$625,000","$730,000","7","Resale (occupied at least once)","1911","None","1,962","0.09","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313776","773-66-84-44-700-000","CLOSD","6402 Leisure Terrace, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","07/10/2023","$274,950","$291,000","4","Resale (occupied at least once)","1990","The Park","1,144","0.21","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313738","810-730-2803","CLOSD","1154 Leslie Ann Drive, Henrico VA 23223","23223","Henrico","Single Family Residence","07/10/2023","$289,900","$325,000","4","Resale (occupied at least once)","1988","Mitcheltree","1,788","0.39","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2313732","727-69-92-45-400-000","CLOSD","13812 Vincent Lane, Chesterfield VA 23114","23114","Chesterfield","Single Family Residence","07/10/2023","$660,000","$685,000","3","Resale (occupied at least once)","2006","Hartley Village At Charter Colony","3,765","0.31","6","5.0","Public Water","Sewer - Public","Conventional","Individuals"
