"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2421208","N017-0181-001","CLOSD","1435 Westbrook Avenue, Richmond City VA 23227","23227","Richmond City","Single Family Residence","09/16/2024","$469,950","$520,000","3","Resale (occupied at least once)","1965","Bellevue Court","1,725","0.25","4","3.0","Public Water","Sewer - Public","VA New","Estate"
"1","2418515","S000-0565-021","CLOSD","2409 Everett Street, Richmond City VA 23224","23224","Richmond City","Single Family Residence","09/16/2024","$225,000","$225,000","3","New (never occupied)","2024","Butlers Add.","1,600","0.05","3","2.1","Public Water","Sewer - Public","FHA New Assumption","Corporate"
"1","BRTVAHA2000618","7813-99-2337","CLOSD","17088 Old Ridge Road, Hanover VA 23192","23192","Hanover","Single Family Residence","09/16/2024","$525,000","$522,375","125","Resale (occupied at least once)","1955","NONE AVAILABLE","2,440","","5","2.0","Well","Septic","",""
"1","2403138","766639641500000","CLOSD","8107 Blathmac Court, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","09/16/2024","$800,990","$795,990","140","New (never occupied)","2023","Lake Margaret","3,233","","5","4.0","Public Water","Septic - Conventional","VA Assumption","Corporate"
"1","2405006","7813-99-2337","CLOSD","17088 Old Ridge Road, Hanover VA 23192","23192","Hanover","Single Family Residence","09/16/2024","$525,000","$522,375","122","Resale (occupied at least once)","1955","None","2,440","20.00","5","1.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2402475","706-68-20-52-600-000","CLOSD","4713 Melbrook Way, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","09/16/2024","$618,950","$738,575","0","New (never occupied)","2024","Westerleigh","3,044","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2405051","706-68-24-41-600-000","CLOSD","17107 Melbrook Court, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","09/16/2024","$616,950","$696,889","0","New (never occupied)","2024","Westerleigh","4,094","","4","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2409728","712672555200227","CLOSD","6615 Citory Way #Unit302, Chesterfield VA 23120","23120","Chesterfield","Condominium","09/16/2024","$363,990","$373,070","12","New (never occupied)","2024","Greenwich Walk At Foxcreek","1,564","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2416731","N000-1166-003","CLOSD","3520 Enslow Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","09/16/2024","$379,000","$383,000","36","Resale (occupied at least once)","1910","Highland Park","1,732","0.17","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2420485","750-748-5383","CLOSD","9412 Midvale Road, Henrico VA 23229","23229","Henrico","Single Family Residence","09/16/2024","$785,000","$780,000","20","Resale (occupied at least once)","1970","Pinedale Farms","3,866","0.58","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2419726","785-66-30-18-100-000","CLOSD","10200 Hopkins Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","09/16/2024","$365,000","$365,000","16","Resale (occupied at least once)","2003","Centralia Acres","1,851","0.46","4","2.0","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2418610","744-69-23-03-600-000","CLOSD","10839 Bethany Ridge Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","09/16/2024","$325,000","$335,000","3","Resale (occupied at least once)","1982","Solar II","1,233","0.69","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2418272","7890-01-8500","CLOSD","13099 Cedon Road, Hanover VA 23005","23005","Hanover","Single Family Residence","09/16/2024","$749,950","$700,000","24","Resale (occupied at least once)","1968","None","4,353","3.62","5","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2416350","E000-0254-002","CLOSD","520 North 22nd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","09/16/2024","$499,950","$480,000","55","Resale (occupied at least once)","1910","None","1,517","0.03","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2415523","TBD","CLOSD","1509 Moore Street #UnitB, Richmond City VA 23220","23220","Richmond City","Condominium","09/16/2024","$474,685","$474,685","61","New (never occupied)","2023","Carver Square","2,345","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2421230","E000-0331-023","CLOSD","708 North 23rd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","09/16/2024","$325,000","$331,000","6","Resale (occupied at least once)","1910","None","1,172","0.07","2","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2417427","793-66-19-38-200-000","CLOSD","10912 Rufford Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","09/16/2024","$348,950","$340,000","40","Resale (occupied at least once)","1989","Cameron Run","1,629","0.37","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2410072","786-64-55-32-200-000","CLOSD","5018 Lippingham Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","09/16/2024","$490,000","$490,000","57","Resale (occupied at least once)","1998","Lippingham","2,805","0.45","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2419811","780-66-66-69-300-000","CLOSD","9312 Greatbridge Road, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","09/16/2024","$299,000","$301,500","7","Resale (occupied at least once)","1981","Chesswood","1,104","0.63","3","1.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2419492","769-64-06-52-600-000","CLOSD","7531 Dunollie Drive, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","09/16/2024","$525,000","$525,000","15","Resale (occupied at least once)","2021","The Highlands","3,000","1.39","4","2.1","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2420781","737-756-2976","CLOSD","2909 East Waterford Way, Henrico VA 23233","23233","Henrico","Single Family Residence","09/16/2024","$549,950","$550,000","6","Resale (occupied at least once)","1989","Waterford","2,248","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2421075","N018-0500-007","CLOSD","3921 Old Brook Road, Richmond City VA 23227","23227","Richmond City","Townhouse","09/16/2024","$179,950","$185,000","8","Resale (occupied at least once)","1976","Old Brook Square Townhouses","1,248","0.04","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2421848","763-757-6540","CLOSD","7711 Pomeroy Court, Henrico VA 23228","23228","Henrico","Townhouse","09/16/2024","$249,950","$266,000","6","Resale (occupied at least once)","1989","Shannon Green","1,160","0.06","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2420589","763-61-25-16-300-000","CLOSD","19709 White Fawn Drive, Chesterfield VA 23803","23803","Chesterfield","Single Family Residence","09/16/2024","$264,950","$270,000","2","Resale (occupied at least once)","1987","Hunters Green","1,176","0.47","3","1.1","Public Water","Septic - Conventional","USDA","Individuals"
