"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2406080","E000-0296-026","CLOSD","409 North 23rd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","05/06/2024","$535,000","$645,900","7","Resale (occupied at least once)","1890","None","1,916","0.08","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2403989","740-62-59-89-200-000","CLOSD","15242 Isle Pines Drive, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","05/06/2024","$1,400,000","$1,300,000","48","Resale (occupied at least once)","2023","Chesdin Landing","3,600","3.56","4","3.1","Public Water","Septic - Engineered","Conventional","Individuals"
"1","2325703","N000-1793-050","CLOSD","3446 Carlton Street #Unit5A, Richmond City VA 23220","23220","Richmond City","Condominium","05/06/2024","$594,365","$594,365","118","New (never occupied)","2024","Mason Yards","2,516","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2406218","710-67-60-98-900-000","CLOSD","6312 Gossamer Alley, Chesterfield VA 23120","23120","Chesterfield","Townhouse","05/06/2024","$394,990","$401,000","24","Resale (occupied at least once)","2019","Wynwood at Foxcreek","1,884","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2329071","7166903428","CLOSD","15124 Heaton Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","05/06/2024","$774,900","$757,900","97","New (never occupied)","2023","Rountrey","3,500","0.23","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2407623","798-65-97-59-100-000","CLOSD","2372 Coxendale Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","05/06/2024","$199,950","$215,000","3","Resale (occupied at least once)","1951","None","864","0.30","2","1.0","Public Water","Septic - Conventional, Sewer - Public","VHDA/FHA","Individuals"
"1","2408059","822-686-6799","CLOSD","8021 Falcon Creek Court, Henrico VA 23231","23231","Henrico","Single Family Residence","05/06/2024","$369,900","$380,000","6","Resale (occupied at least once)","2008","Four Mile Run","1,934","0.32","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2407680","S000-0191-009","CLOSD","221 East 15th Street, Richmond City VA 23224","23224","Richmond City","Single Family Residence","05/06/2024","$289,000","$295,000","5","Resale (occupied at least once)","1918","None","1,120","0.04","2","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2407799","754-69-86-12-500-000","CLOSD","8828 Providence Knoll Mews, Chesterfield VA 23236","23236","Chesterfield","Townhouse","05/06/2024","$365,000","$360,000","11","Resale (occupied at least once)","2005","Providence","1,844","0.07","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2405479","7797-90-6397","CLOSD","10026 Bee Apple Place, Hanover VA 23116","23116","Hanover","Single Family Residence","05/06/2024","$675,000","$660,000","5","Resale (occupied at least once)","2016","Honey Meadows","3,488","0.21","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
