"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2419457","741-72-06-06-300-000","CLOSD","11418 Pinifer Park Court, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","10/22/2024","$1,675,000","$1,675,000","9","Resale (occupied at least once)","1910","Queenspark","5,697","1.31","6","5.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2409237","824660290800000","CLOSD","1807 Galley Place, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","10/22/2024","$545,140","$545,140","30","New (never occupied)","2024","Twin Rivers","2,152","","2","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2301781","33B13 1EL 75","CLOSD","4732 Bishops Gate Way, New Kent VA 23140","23140","New Kent","Single Family Residence","10/22/2024","$523,990","$539,945","419","New (never occupied)","2023","Brickshire","3,009","0.29","5","3.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2419583","023-62","CLOSD","2770 Trenholm Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","10/22/2024","$299,950","$300,000","5","Resale (occupied at least once)","1983","None","1,473","8.26","3","2.1","Well","Septic - Conventional","Other","Estate"
"1","2420773","C005-0603-086","CLOSD","6809 Grand Brook Court, Richmond City VA 23225","23225","Richmond City","Townhouse","10/22/2024","$295,000","$295,000","26","Resale (occupied at least once)","2008","Townes At Grand Oaks","1,426","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2424691","780-745-9623","CLOSD","2129 Clarke Street, Henrico VA 23228","23228","Henrico","Single Family Residence","10/22/2024","$319,000","$344,000","5","Resale (occupied at least once)","1939","Lakeside","1,042","0.12","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2421975","792-63-51-16-400-000","CLOSD","3806 Harrmeadow Lane, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","10/22/2024","$465,000","$465,000","16","Resale (occupied at least once)","2011","Harrowgate Meadows","2,646","0.28","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2422952","S007-1227-013","CLOSD","1504 Columbia Street, Richmond City VA 23224","23224","Richmond City","Single Family Residence","10/22/2024","$230,000","$227,500","23","Resale (occupied at least once)","1941","Bellemeade Addition","936","0.37","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2421917","C002-0142-024","CLOSD","3706 West Weyburn Road, Richmond City VA 23235","23235","Richmond City","Single Family Residence","10/22/2024","$499,000","$504,000","21","Resale (occupied at least once)","1958","Oxford Addition","2,330","0.55","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2407973","8704-87-5657","CLOSD","7404 Atlee Road, Hanover VA 23111","23111","Hanover","Single Family Residence","10/22/2024","$383,365","$383,397","25","New (never occupied)","2024","Full View Manor","1,188","0.27","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2423614","796-61-98-31-100-000","CLOSD","3513 Maurer Court, Chesterfield VA 23834","23834","Chesterfield","Single Family Residence","10/22/2024","$289,950","$289,950","3","Resale (occupied at least once)","1995","Branders Estate","1,536","0.24","4","2.0","Public Water","None","Conventional","Individuals"
"1","2423894","8715-96-2182","CLOSD","8311 Laurel Meadows Drive, Hanover VA 23111","23111","Hanover","Single Family Residence","10/22/2024","$399,950","$400,000","4","Resale (occupied at least once)","1994","Laurel Meadows","1,611","0.35","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2407589","779-771-8997","CLOSD","10836 Farmstead Mill Lane, Henrico VA 23059","23059","Henrico","Townhouse","10/22/2024","$435,835","$435,835","0","New (never occupied)","2024","River Mill","1,914","","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2414999","740-66-82-32-800-000","CLOSD","9007 Sugar Hill Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/22/2024","$549,950","$540,000","81","Resale (occupied at least once)","2019","Bayhill Pointe","2,358","0.35","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2422487","756-768-5036","CLOSD","5612 Stone Lake Drive, Henrico VA 23060","23060","Henrico","Single Family Residence","10/22/2024","$417,000","$421,000","3","Resale (occupied at least once)","1995","Linsey Lakes","1,422","0.25","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2425309","706-68-69-63-900-000","CLOSD","5113 Lake Summer Loop, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","10/22/2024","$912,000","$1,001,461","0","New (never occupied)","2024","Summer Lake","4,050","0.44","4","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2424908","746-69-26-37-900-000","CLOSD","2121 Courthouse Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/22/2024","$249,950","$250,000","11","Resale (occupied at least once)","1972","Arrowhead","1,448","0.35","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2424745","E000-0938-018","CLOSD","1713 North 21st Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","10/22/2024","$189,000","$195,000","21","Resale (occupied at least once)","1910","East End","927","0.06","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2424193","773-753-4716","CLOSD","8057 Hermitage Road, Henrico VA 23228","23228","Henrico","Single Family Residence","10/22/2024","$199,990","$216,500","5","Resale (occupied at least once)","1981","Hermitage Heights","1,056","0.64","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2424085","W019-0260-005","CLOSD","4637 Stuart Avenue, Richmond City VA 23226","23226","Richmond City","Single Family Residence","10/22/2024","$625,000","$697,000","5","Resale (occupied at least once)","1939","Colonial Place","1,658","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2424012","759-738-7118","CLOSD","7709 Cornwall Road, Henrico VA 23229","23229","Henrico","Single Family Residence","10/22/2024","$625,000","$743,000","7","Resale (occupied at least once)","1952","Westham","1,784","0.47","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2423942","750-71-89-87-300-000","CLOSD","2724 Williamswood Road, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","10/22/2024","$469,950","$511,500","3","Resale (occupied at least once)","1978","Brookwood Estates","2,157","0.78","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2423884","738-71-34-43-100-000","CLOSD","1812 Featherstone Drive, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","10/22/2024","$349,950","$377,000","7","Resale (occupied at least once)","1978","Windsor Place","1,874","0.39","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2423248","22A10 2 1  28","CLOSD","7991 Arbor Ponds Terrace, New Kent VA 23124","23124","New Kent","Single Family Residence","10/22/2024","$345,000","$345,000","3","Resale (occupied at least once)","2018","The Arbors At New Kent Winery","1,481","0.15","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2423212","763-742-0360","CLOSD","1411 Fort Hill Drive, Henrico VA 23226","23226","Henrico","Single Family Residence","10/22/2024","$289,950","$305,000","3","Resale (occupied at least once)","1951","Fort Hill","864","0.22","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2423156","747-742-9085","CLOSD","1100 Waterford Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","10/22/2024","$529,950","$600,000","5","Resale (occupied at least once)","1968","Westmoor","2,792","0.48","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2423116","745-772-6854","CLOSD","11421 Brockton Place, Henrico VA 23059","23059","Henrico","Single Family Residence","10/22/2024","$450,000","$445,000","25","Resale (occupied at least once)","1998","Avery Green","1,504","0.19","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
