"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2132754","TO BE DETERMINED","CLOSD","10159 Peach Blossom Road, Hanover VA 23116","23116","Hanover","Single Family Residence","06/28/2022","$687,500","$687,500","157","New (never occupied)","2021","Honey Meadows","3,355","0.20","5","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2213397","W000-0643-039","CLOSD","1602 Colorado Avenue, Richmond City VA 23220","23220","Richmond City","Single Family Residence","06/28/2022","$205,000","$205,000","0","Resale (occupied at least once)","1969","None","833","0.13","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","BRTVARC2000136","W0001799040","CLOSD","4020 Augusta Avenue, Richmond City VA 23223","23223","Richmond City","Single Family Residence","06/28/2022","$399,900","$400,000","13","Resale (occupied at least once)","1953","THOMAS JEFFERSON","1,360","0.12","3","2.0","Public Water","Public Sewer On Site","",""
"1","2207861","8738-52-5840","CLOSD","11149 Gould Hill Road, Hanover VA 23069","23069","Hanover","Single Family Residence","06/28/2022","$1,295,000","$1,100,000","32","Resale (occupied at least once)","2005","None","5,460","2.00","5","6.2","Well","Septic - Conventional","Conventional","Individuals"
"1","2212043","74101419300000","CLOSD","112 Vollie Rd, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","06/28/2022","$575,000","$550,000","7","Resale (occupied at least once)","1986","Stonehenge","2,646","","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2202966","699-67-10-25-900-000","CLOSD","18137 Cove Creek Drive, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","06/28/2022","$694,950","$694,950","18","New (never occupied)","2022","Magnolia Green","3,459","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2207306","774-747-6783","CLOSD","6903 Greendale Road, Henrico VA 23228","23228","Henrico","Single Family Residence","06/28/2022","$297,000","$297,000","56","Resale (occupied at least once)","2004","Ruthland","1,660","0.22","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2207298","774-747-7077","CLOSD","6901 Greendale Road, Henrico VA 23228","23228","Henrico","Single Family Residence","06/28/2022","$297,000","$297,000","44","Resale (occupied at least once)","2004","Ruthland","1,660","0.19","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2212084","W021-0306-017","CLOSD","506 Somerset Avenue, Richmond City VA 23226","23226","Richmond City","Single Family Residence","06/28/2022","$525,000","$515,000","12","Resale (occupied at least once)","1930","None","1,470","0.18","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2131935","781671057000000","CLOSD","8513 Kingsland Park Drive, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","06/28/2022","$384,165","$384,165","2","New (never occupied)","2021","Kingsland Woods","1,823","","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2136324","TBD","CLOSD","8707 Kingsland Park Drive, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","06/28/2022","$428,785","$428,785","0","New (never occupied)","2021","Kingsland Woods","2,423","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2215432","753-753-5958","CLOSD","9404 Minna Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","06/28/2022","$349,900","$375,000","4","Resale (occupied at least once)","1963","Westbriar","1,669","0.26","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
