"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2018051","747-71-40-18-400-000","CLOSD","2318 Wrens Nest RD","23235","Chesterfield","Single Family Residence","07/31/2020","$250,000","$258,000","4","Resale (occupied at least once)","1978","Settlers Landing","1,712","0.32","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2001622","TBD","CLOSD","11685 Winding River RD","23140","New Kent","Single Family Residence","07/31/2020","$318,950","$346,406","0","New (never occupied)","2020","Brickshire","2,038","0.00","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2006475","728-62-74-04-700-000","CLOSD","13537 River Otter CT","23838","Chesterfield","Single Family Residence","07/31/2020","$599,950","$599,950","81","Resale (occupied at least once)","2006","Chesdin Landing","4,678","3.15","4","3.1","Public Water","Septic - Alternative","FHA New","Individuals"
"1","2013851","036-4-12","CLOSD","1960 Old Tavern RD","23139","Powhatan","Single Family Residence","07/31/2020","$1,230,500","$1,075,000","28","Resale (occupied at least once)","2007","None","13,473","10.92","6","5.3","Well","Septic - Conventional","Conventional","Individuals"
"1","2014191","812-64-88-09-700-000","CLOSD","13800 Litwack Cove DR","23836","Chesterfield","Single Family Residence","07/31/2020","$409,310","$420,000","0","New (never occupied)","2020","Ramblewood Forest","2,417","0.34","4","5.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2016662","040-32 and part of 040-35B","CLOSD","1800 Capeway RD","23139","Powhatan","Single Family Residence","07/31/2020","$425,000","$316,000","16","Resale (occupied at least once)","1886","None","4,339","21.25","5","4.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2019930","041-3-11","CLOSD","2220 Brittany LN","23139","Powhatan","Single Family Residence","07/31/2020","$467,700","$475,000","4","Resale (occupied at least once)","1988","Old Mill Farms-Section B","2,344","10.00","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2008043","718-69-18-86-100-000","CLOSD","3001 Barkham CT","23112","Chesterfield","Single Family Residence","07/31/2020","$450,000","$464,000","103","Resale (occupied at least once)","2014","Rountrey","4,005","0.26","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","1918305","000-000-0003","CLOSD","942 Scott Commons LN","23227","Henrico","Townhouse","07/31/2020","$288,990","$292,490","355","New (never occupied)","2019","Glens at Scott Place","1,834","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2018166","7797-64-2703","CLOSD","9190 Stephens Manor DR","23116","Hanover","Single Family Residence","07/31/2020","$324,950","$324,500","16","Resale (occupied at least once)","1992","Kings Charter","2,643","0.41","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2012703","738-70-22-04-400-000","CLOSD","11820 Bondurant DR","23236","Chesterfield","Single Family Residence","07/31/2020","$469,900","$460,000","40","Resale (occupied at least once)","1979","Stonehenge","4,884","0.56","6","5.0","Public Water","Sewer - Public","VA New","REO"
"1","2016404","034A-1-26","CLOSD","6360 Haleford DR","23139","Powhatan","Single Family Residence","07/31/2020","$310,000","$309,000","11","Resale (occupied at least once)","2008","Walnut Creek","1,801","5.67","4","2.1","Well","Septic - Alternative","Conventional","Individuals"
"1","2009323","7797-22-1531","CLOSD","10245 Grand Hickory DR","23116","Hanover","Single Family Residence","07/31/2020","$324,000","$334,000","40","Resale (occupied at least once)","1998","Hickory Ridge","2,350","0.35","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2003867","716666265300000","CLOSD","8000 Bole Hat RD","23832","Chesterfield","Single Family Residence","07/31/2020","$410,175","$424,865","0","New (never occupied)","2020","Harpers Mill","2,952","","5","4.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2005434","7853-30-7419","CLOSD","16024 Beulah Estates LN","23015","Hanover","Single Family Residence","07/31/2020","$381,500","$381,500","83","Resale (occupied at least once)","2003","Beulah Estates","2,569","2.43","5","2.1","Well","Septic - Conventional","FHA New","Individuals"
"1","2019062","756-748-6647","CLOSD","1903 Adelphi RD","23229","Henrico","Single Family Residence","07/31/2020","$299,950","$285,000","3","Resale (occupied at least once)","1978","Westdale Estates","2,050","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2017213","831-713-3566","CLOSD","309 Taylor Farm LN","23150","Henrico","Single Family Residence","07/31/2020","$274,950","$279,100","2","Resale (occupied at least once)","2014","Anderson Mill","2,384","0.27","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2015099","7880-83-5933","CLOSD","13701 Winston Trail CIR","23005","Hanover","Single Family Residence","07/31/2020","$414,900","$414,000","24","Resale (occupied at least once)","2013","Providence","3,282","0.19","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2013908","8706-09-4022","CLOSD","9545 Thornecrest DR","23116","Hanover","Single Family Residence","07/31/2020","$384,950","$384,950","29","Resale (occupied at least once)","2015","Cool Spring West","2,636","0.19","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2009002","685-66-58-57-200-000","CLOSD","21212 Hull Street RD","23120","Chesterfield","Single Family Residence","07/31/2020","$374,950","$360,000","84","Resale (occupied at least once)","1966","None","3,580","2.00","5","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2006795","811-731-6861","CLOSD","1996 Harvest Grove Ln DR","23223","Henrico","Single Family Residence","07/31/2020","$335,455","$335,455","0","New (never occupied)","2020","Kensington Meadows","2,464","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2019279","733-67-00-56-900-000","CLOSD","7012 Spring Trace TER","23112","Chesterfield","Single Family Residence","07/31/2020","$229,500","$236,500","4","Resale (occupied at least once)","1992","Spring Trace","1,540","0.35","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2019031","E000-0878-001","CLOSD","3315 Q ST","23223","Richmond City","Single Family Residence","07/31/2020","$350,000","$350,000","5","New (never occupied)","2020","Chimborazo","2,109","0.05","4","3.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2018998","8724-03-9249","CLOSD","7156 Autumn Ridge LN","23111","Hanover","Single Family Residence","07/31/2020","$299,950","$310,000","3","Resale (occupied at least once)","1999","Autumn Ridge","1,972","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2017284","827-65-80-86-000-000","CLOSD","12307 Declaration AVE","23836","Chesterfield","Single Family Residence","07/31/2020","$405,000","$410,000","3","Resale (occupied at least once)","2012","Mount Blanco","3,334","0.42","6","3.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2015515","776-745-0497","CLOSD","3022 Irisdale AVE","23228","Henrico","Single Family Residence","07/31/2020","$269,000","$275,500","7","Resale (occupied at least once)","2007","Dumbarton","1,748","0.38","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2001194","841-699-9515","CLOSD","6720 Cluck LN","23231","Henrico","Single Family Residence","07/31/2020","$277,270","$280,300","48","New (never occupied)","2020","White Oak Forest","2,241","1.10","3","2.1","Well","Septic - Alternative","FHA New","Corporate"
"1","1938643","786675206900000","CLOSD","7852 Vermeil ST","23237","Chesterfield","Townhouse","07/31/2020","$244,570","$244,570","162","New (never occupied)","2020","Silverleaf","1,634","","3","2.1","Public Water","Sewer - Public","VHDA ","Corporate"
"1","2016517","754-69-07-32-900-000","CLOSD","9001 Kings Crown RD","23236","Chesterfield","Single Family Residence","07/31/2020","$559,000","$559,000","4","Resale (occupied at least once)","2002","Bexley","4,295","0.70","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2019578","763-68-93-28-900-000","CLOSD","7506 Hadley LN","23832","Chesterfield","Single Family Residence","07/31/2020","$259,500","$260,000","1","Resale (occupied at least once)","1979","Creekwood","1,894","0.40","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010856","44 3 24","CLOSD","3501 Vaidens CT","23089","New Kent","Single Family Residence","07/31/2020","$249,000","$249,000","56","Resale (occupied at least once)","1993","None","1,404","","3","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2018013","7870-94-2295","CLOSD","608 Old Station ST","23005","Hanover","Single Family Residence","07/31/2020","$350,000","$345,000","13","Resale (occupied at least once)","2007","Berkley Woods","2,135","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2016656","7797-56-5993","CLOSD","9220 Wicomico TRL","23005","Hanover","Single Family Residence","07/31/2020","$279,950","$300,000","4","Resale (occupied at least once)","1971","Totopotomoy","2,080","0.61","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2014505","8725-95-8238","CLOSD","6008 Dugout TER","23111","Hanover","Single Family Residence","07/31/2020","$230,000","$233,000","34","Resale (occupied at least once)","1994","Battlefield Green","1,276","0.20","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010410","E000-0562-001","CLOSD","1222 N 27th ST","23223","Richmond City","Single Family Residence","07/31/2020","$250,000","$250,000","31","Resale (occupied at least once)","2009","Armstrong","1,639","0.14","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2000033","726-66-10-03-700-000","CLOSD","9013 Sir Britton DR","23832","Chesterfield","Single Family Residence","07/31/2020","$479,000","$479,000","182","Resale (occupied at least once)","2007","The Woods At Summerford","4,072","0.31","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2019273","N000-0925-006","CLOSD","3008 5th AVE","23222","Richmond City","Single Family Residence","07/31/2020","$81,500","$104,300","2","Resale (occupied at least once)","1954","Highland Park Addition","840","0.13","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2018202","726-66-27-87-500-000","CLOSD","14543 Parracombe LN","23112","Chesterfield","Single Family Residence","07/31/2020","$364,910","$365,000","6","Resale (occupied at least once)","2014","Collington","2,811","0.20","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2014981","N000-1164-021","CLOSD","3515 Maryland AVE","23222","Richmond City","Single Family Residence","07/31/2020","$279,900","$275,000","35","New (never occupied)","2020","North Highland Park","1,568","0.13","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2014941","748-744-4025","CLOSD","9313 Lester LN","23229","Henrico","Single Family Residence","07/31/2020","$285,000","$288,000","7","Resale (occupied at least once)","1958","Farmington","2,516","0.26","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2013546","795-65-77-48-000-000","CLOSD","3018 Warfield Estates TER","23831","Chesterfield","Single Family Residence","07/31/2020","$295,500","$290,000","15","Resale (occupied at least once)","1998","Warfield Estates","2,348","0.35","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","1934309","713687649500000","CLOSD","3707 Knighton CIR","23112","Chesterfield","Single Family Residence","07/31/2020","$480,000","$483,040","130","New (never occupied)","2020","Cambria Cove","4,469","","4","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2010156","752-70-91-58-400-000","CLOSD","9712 Snowhill RD","23235","Chesterfield","Single Family Residence","07/31/2020","$245,000","$245,000","75","Resale (occupied at least once)","1991","Brighton Green West","1,568","0.36","3","2.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2017002","743-67-96-46-000-000","CLOSD","11300 Sunfield DR","23112","Chesterfield","Single Family Residence","07/31/2020","$240,000","$245,000","6","Resale (occupied at least once)","1984","Clifton Farms","1,664","0.37","5","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2021084","757-758-9332","CLOSD","3802 Francistown RD","23294","Henrico","Single Family Residence","07/31/2020","$205,000","$227,500","3","Resale (occupied at least once)","1961","Huntington","1,362","0.31","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2019624","709-68-42-03-500-000","CLOSD","16907 Jennway TER","23120","Chesterfield","Single Family Residence","07/31/2020","$450,000","$465,000","3","Resale (occupied at least once)","2010","Summer Lake","4,083","0.35","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2018750","749-744-3567","CLOSD","1319 Elon RD","23229","Henrico","Single Family Residence","07/31/2020","$265,950","$265,950","3","Resale (occupied at least once)","1958","Farmington","1,953","0.27","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2017875","723-67-97-35-600-000","CLOSD","14204 Candlewick CT","23112","Chesterfield","Single Family Residence","07/31/2020","$284,000","$274,550","5","Resale (occupied at least once)","1987","Candlewick","2,106","0.20","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2017647","775-67-64-08-800-000","CLOSD","5625 Winterleaf DR","23234","Chesterfield","Single Family Residence","07/31/2020","$192,000","$195,000","5","Resale (occupied at least once)","1986","Hilmar","1,318","0.23","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2017051","771-67-73-49-300-000","CLOSD","6721 Gibe LN","23234","Chesterfield","Townhouse","07/31/2020","$250,000","$250,000","28","Resale (occupied at least once)","2016","Watermark","1,972","0.07","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2016934","8725-64-4362","CLOSD","6174 Retreat Hill LN","23111","Hanover","Single Family Residence","07/31/2020","$249,999","$257,000","2","Resale (occupied at least once)","1995","Battlefield Green","1,651","0.82","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
