"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2024798","716-66-33-16-000-000","CLOSD","15400 Signal Lamp Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","10/28/2020","$525,000","$512,500","47","Resale (occupied at least once)","2017","Harpers Mill","4,690","0.41","6","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2024376","769-69-08-99-300-000","CLOSD","6110 Belrun Court, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","10/30/2020","$179,000","$172,500","22","Resale (occupied at least once)","1978","Belfair Village","1,080","0.20","3","1.0","Public Water","Sewer - Public","Other","Individuals"
"1","2031573","734-757-8521","CLOSD","12003 Bexley Court, Henrico VA 23233","23233","Henrico","Townhouse","11/30/2020","$249,950","$250,000","5","Resale (occupied at least once)","1990","Worthington Hills","1,402","0.06","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2028880","E000-0723-034","CLOSD","1016 North 32nd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","11/30/2020","$357,500","$365,000","26","New (never occupied)","2020","None","2,000","0.06","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2031159","E000-0809-016","CLOSD","503 North 32nd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","11/30/2020","$374,950","$390,250","3","Resale (occupied at least once)","1910","None","1,948","0.07","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032826","S000-0792-006","CLOSD","28 West Clopton Street, Richmond City VA 23225","23225","Richmond City","Single Family Residence","11/30/2020","$130,000","$123,000","6","Resale (occupied at least once)","1920","None","1,334","0.12","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2020045","026-48B","CLOSD","2262 Barley Farms Lane, Powhatan VA 23139","23139","Powhatan","Single Family Residence","11/30/2020","$614,000","$604,000","103","Resale (occupied at least once)","1996","Barley Farms","4,220","10.00","4","4.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2014119","8725-18-1715","CLOSD","7742 Clarey Lane, Hanover VA 23116","23116","Hanover","Single Family Residence","11/30/2020","$445,950","$465,717","0","New (never occupied)","2020","Bishops Park","2,986","","4","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2031967","825660150300000","CLOSD","11821 North Enon Church Road, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","11/30/2020","$460,000","$460,000","0","New (never occupied)","2020","The Landings at Meadowville","3,084","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2031317","7864-60-4442","CLOSD","17029 Little River Drive, Hanover VA 23015","23015","Hanover","Single Family Residence","11/30/2020","$448,000","$448,000","34","Resale (occupied at least once)","1984","Stony Mill Estates","3,004","5.00","4","2.1","Well","Septic - Conventional","VA New","Individuals"
"1","2031461","752-741-7327","CLOSD","905 Turnbull Avenue, Henrico VA 23229","23229","Henrico","Single Family Residence","11/30/2020","$250,000","$250,500","6","Resale (occupied at least once)","1959","Hill And Dale","1,375","0.27","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2020161","725-65-75-76-500-000","CLOSD","11000 Wooferton Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","11/30/2020","$445,000","$427,500","72","Resale (occupied at least once)","2007","Collington","4,105","0.31","6","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032348","N000-0598-018","CLOSD","20 Overbrook Road, Richmond City VA 23222","23222","Richmond City","Single Family Residence","11/30/2020","$350,000","$385,000","5","Resale (occupied at least once)","1915","Battery Court Addition","2,318","0.14","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2030456","711-67-76-54-100-000","CLOSD","5913 Brailen Drive, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","11/30/2020","$382,990","$379,995","6","New (never occupied)","2020","Foxcreek","2,250","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2024416","043-1B-6A","CLOSD","1710 Hillenwood Drive, Powhatan VA 23139","23139","Powhatan","Single Family Residence","11/30/2020","$399,999","$399,000","78","Resale (occupied at least once)","1973","High Hills","3,300","2.56","4","2.2","Well","Septic - Conventional","Conventional","Individuals"
"1","2010663","717689502500000","CLOSD","3725 Camdale Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","11/30/2020","$569,900","$591,068","156","New (never occupied)","2020","Rountrey","3,218","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1914562","771678211100000","CLOSD","6142 Bowline Lane, Chesterfield VA 23234","23234","Chesterfield","Townhouse","11/30/2020","$239,990","$239,990","407","New (never occupied)","2019","Watermark","1,480","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2027034","N000-1043-007","CLOSD","3116 Cliff Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","11/30/2020","$299,950","$305,000","4","Resale (occupied at least once)","1938","Alvista Heights","2,859","0.14","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2029210","W000-1082-026","CLOSD","2412 Grove Avenue, Richmond City VA 23220","23220","Richmond City","Single Family Residence","11/30/2020","$749,950","$745,000","19","Resale (occupied at least once)","1909","None","3,306","0.09","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2029875","733-70-49-91-900-000","CLOSD","404 Old Country Terrace, Chesterfield VA 23114","23114","Chesterfield","Single Family Residence","11/30/2020","$327,500","$335,210","2","Resale (occupied at least once)","1986","Stonehenge West","2,456","0.39","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2029801","N000-1147-006","CLOSD","517 Northside Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","11/30/2020","$274,950","$285,000","6","Resale (occupied at least once)","1922","Northside Place","1,400","0.08","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2031474","743-759-2607","CLOSD","4021 Harcourt Lane, Henrico VA 23233","23233","Henrico","Single Family Residence","11/30/2020","$673,500","$685,000","3","Resale (occupied at least once)","1998","Windsor Place West","4,388","0.44","6","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2028422","052A2-5A-25","CLOSD","1200 Skipper Creek Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","11/30/2020","$270,000","$270,000","17","Resale (occupied at least once)","1992","Kimberly Farms","1,381","1.00","3","2.0","Well","Septic - Conventional","USDA","Individuals"
"1","2024504","787-65-24-55-600-000","CLOSD","4700 perdue Street, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","11/30/2020","$325,000","$312,000","42","Resale (occupied at least once)","1957","Bruce Farms","3,922","1.39","5","3.0","Public Water","Septic - Conventional","VA New","Individuals"
"1","2030796","C001-0616-002","CLOSD","10251 Apache Road, Richmond City VA 23235","23235","Richmond City","Single Family Residence","11/30/2020","$425,000","$425,000","4","Resale (occupied at least once)","1988","Huguenot Farms","2,940","0.55","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2031139","704-66-94-07-900-000","CLOSD","7642 Nicklaus Circle, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","11/30/2020","$367,000","$377,000","11","Resale (occupied at least once)","2014","Magnolia Green","2,524","0.16","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2029680","762-68-59-46-800-000","CLOSD","7573 Valencia Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","11/30/2020","$279,950","$275,000","4","Resale (occupied at least once)","1989","Pennwood","2,092","0.29","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2032292","C002-0082-004","CLOSD","8430 Cherokee Road, Richmond City VA 23235","23235","Richmond City","Single Family Residence","11/30/2020","$400,000","$400,000","9","Resale (occupied at least once)","1968","Stratford Hills","2,329","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2015619","770675417400000","CLOSD","7300 Rouseaux Place, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","11/30/2020","$406,150","$444,640","0","New (never occupied)","2020","Watermark","2,936","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2029635","7822-70-9421","CLOSD","16112 Greenwood Church Road, Hanover VA 23192","23192","Hanover","Single Family Residence","11/30/2020","$200,000","$205,000","3","Resale (occupied at least once)","1978","None","960","0.94","2","2.0","Well","Septic - Conventional","USDA","Individuals"
"1","2032339","824-690-1633","CLOSD","3048 Macallan Parkway, Henrico VA 23231","23231","Henrico","Single Family Residence","11/30/2020","$319,900","$326,500","2","Resale (occupied at least once)","2009","Castleton","3,164","0.22","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2031986","759-68-86-24-900-000","CLOSD","8420 Hunton Circle, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","11/30/2020","$240,000","$245,000","0","Resale (occupied at least once)","1977","Bedford","1,706","0.67","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2027609","8707-53-6371","CLOSD","10197 Suzanne Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","11/30/2020","$329,950","$330,000","8","Resale (occupied at least once)","1986","Pearsons Corner","2,324","0.52","3","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2007388","736-768-4133","CLOSD","4746 Hepler Ridge Way, Henrico VA 23059","23059","Henrico","Single Family Residence","11/30/2020","$505,580","$509,890","82","New (never occupied)","2020","Smith Grove at Bacova","2,767","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2032540","777-743-3196","CLOSD","2901 Oakland Avenue, Henrico VA 23228","23228","Henrico","Single Family Residence","11/30/2020","$240,000","$245,000","3","Resale (occupied at least once)","2001","Parkdale","1,332","0.39","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2031292","726-68-43-99-500-000","CLOSD","14006 Seven Oaks Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","11/30/2020","$339,000","$341,500","11","Resale (occupied at least once)","1980","Brandermill","2,367","0.26","4","3.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2031175","754-755-6165","CLOSD","9505 Pine Trails Court, Henrico VA 23294","23294","Henrico","Single Family Residence","11/30/2020","$385,000","$385,000","4","Resale (occupied at least once)","2004","Andover Hills","2,181","0.22","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2030155","C008-0857-028","CLOSD","5107 Walmsley Boulevard, Richmond City VA 23224","23224","Richmond City","Single Family Residence","11/30/2020","$189,950","$195,000","22","Resale (occupied at least once)","1962","None","1,095","0.39","3","1.1","Well","Septic - Conventional","FHA New","Corporate"
"1","2029642","739-67-93-94-200-000","CLOSD","4317 Bridgewood Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","11/30/2020","$228,000","$230,000","12","Resale (occupied at least once)","1981","Glen Tara","1,326","0.30","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2029040","743-760-0032","CLOSD","2226 Liesfeld Parkway, Henrico VA 23060","23060","Henrico","Townhouse","11/30/2020","$419,950","$410,000","27","Resale (occupied at least once)","2014","West Broad Village","2,234","0.03","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2027781","737-69-62-65-300-000","CLOSD","1300 Manders Knoll Court, Chesterfield VA 23114","23114","Chesterfield","Single Family Residence","11/30/2020","$219,000","$215,000","39","Resale (occupied at least once)","1984","Smoketree South","1,322","0.30","3","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2027763","774-760-3169","CLOSD","2101 Aeronca Avenue, Henrico VA 23228","23228","Henrico","Single Family Residence","11/30/2020","$222,000","$215,000","33","Resale (occupied at least once)","1957","Windcliff","1,350","0.43","3","1.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2017457","769653042800000","CLOSD","8137 Fedora Drive, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","11/30/2020","$522,850","$522,850","0","New (never occupied)","2020","The Highlands","4,731","","4","5.0","Public Water","Septic - Conventional","FHA New","Corporate"
"1","2013492","736-768-5042","CLOSD","4754 Hepler Ridge Way, Henrico VA 23059","23059","Henrico","Single Family Residence","11/30/2020","$529,920","$534,115","27","New (never occupied)","2020","Smith Grove at Bacova","3,016","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2002396","736-768-6764","CLOSD","4770 Hepler Ridge Way, Henrico VA 23059","23059","Henrico","Single Family Residence","11/30/2020","$527,460","$538,950","116","New (never occupied)","2020","Smith Grove at Bacova","3,036","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2032370","810-716-1501","CLOSD","3105 Winchester Street, Henrico VA 23231","23231","Henrico","Single Family Residence","11/30/2020","$169,850","$177,000","3","Resale (occupied at least once)","1947","Gilbert Gardens","934","0.27","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2033075","781-61-37-95-500-000","CLOSD","5939 Ferintosh Place, Chesterfield VA 23803","23803","Chesterfield","Single Family Residence","11/30/2020","$179,950","$183,000","5","Resale (occupied at least once)","2003","Oak Forest Estates","1,046","0.44","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2030486","775-749-5258","CLOSD","2914 Lafayette Avenue, Henrico VA 23228","23228","Henrico","Single Family Residence","11/30/2020","$208,000","$220,000","4","Resale (occupied at least once)","1955","Putney Place","1,384","0.18","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
