"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2125656","750-68-77-53-000-000","CLOSD","9736 LADINO (5 ACRES) Lane, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","11/19/2021","$275,000","$260,000","35","Resale (occupied at least once)","1929","None","2,130","5.38","2","1.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2129183","S000-1242-015","CLOSD","3006 Ferncliff Road, Richmond City VA 23225","23225","Richmond City","Single Family Residence","11/22/2021","$325,000","$365,000","7","Resale (occupied at least once)","1951","Woodland Heights","1,192","0.20","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2110353","117565","CLOSD","7631 Sedge Drive, New Kent VA 23124","23124","New Kent","Single Family Residence","11/22/2021","$458,155","$458,155","166","New (never occupied)","2021","Arbors","2,700","","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2130647","804-705-8979","CLOSD","1495 Old Oakland Road, Henrico VA 23231","23231","Henrico","Single Family Residence","11/22/2021","$349,900","$349,900","5","Resale (occupied at least once)","1968","Acreage","2,385","1.00","4","2.0","Well","Septic - Conventional","FHA New","Corporate, Individuals"
"1","2131399","811-65-03-27-100-000","CLOSD","507 Old Bermuda Hundred Road, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","11/22/2021","$259,950","$260,000","6","Resale (occupied at least once)","1956","None","1,135","0.63","3","1.0","Public Water","Septic - Conventional","VA New","Individuals"
"1","2127086","E000-2039-008","CLOSD","5316 Wingfield Street, Richmond City VA 23231","23231","Richmond City","Single Family Residence","11/22/2021","$275,000","$270,000","52","Resale (occupied at least once)","1915","Powhatan Place","1,696","0.22","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2125232","731-753-3612","CLOSD","2527 LAUDERDALE Drive, Henrico VA 23233","23233","Henrico","Single Family Residence","11/22/2021","$328,900","$326,000","59","Resale (occupied at least once)","1981","Tuckahoe Village West","2,060","","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2117621","826660162500000","CLOSD","1654 Almer Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","11/22/2021","$530,670","$530,670","0","New (never occupied)","2021","The Landings at Meadowville","3,765","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2107456","804-737-7234","CLOSD","4010 Grove Point Drive #UnitJ-E, Henrico VA 23223","23223","Henrico","Townhouse","11/22/2021","$260,565","$260,565","0","New (never occupied)","2021","Grove Point","1,280","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2115641","840-682-6542","CLOSD","5043 Long Bridge Road, Henrico VA 23231","23231","Henrico","Single Family Residence","11/22/2021","$280,400","$283,773","6","New (never occupied)","2021","None","1,640","1.31","4","2.1","Well","Septic - Alternative","USDA","Corporate"
"1","2111930","I19-1068-5025","CLOSD","6870 Oakfork Loop, New Kent VA 23124","23124","New Kent","Single Family Residence","11/22/2021","$358,750","$358,750","0","New (never occupied)","2021","The Oaks","2,203","","4","2.1","Public Water","Sewer - Public","USDA","Corporate"
