"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2532984","775659036100000","CLOSD","10613 Rosies RUN","23831","Chesterfield","Townhouse","05/28/2026","$346,990","$367,660","20","New (never occupied)","2025","None","1,567","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2603732","740-766-4823","CLOSD","5309 Twisting Vine LN Unit#203","23059","Henrico","Condominium","05/28/2026","$331,420","$331,420","68","New (never occupied)","2026","Twin Hickory","1,227","","1","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2610642","C001-0741-014","CLOSD","3739 Wainfleet DR","23235","Richmond City","Single Family Residence","05/28/2026","$649,950","$710,000","3","Resale (occupied at least once)","1962","Traylor Estates","3,530","0.64","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2607840","737-69-97-93-100-000","CLOSD","803 Mountain Laurel CT","23236","Chesterfield","Single Family Residence","05/28/2026","$419,950","$456,850","1","Resale (occupied at least once)","1980","Smoketree","1,913","0.31","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609074","736-72-31-30-100-000","CLOSD","3506 Salles Ridge CT","23113","Chesterfield","Single Family Residence","05/28/2026","$1,400,000","$1,455,000","5","Resale (occupied at least once)","2003","Clarkes Forge","7,331","1.83","7","5.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532983","775659045400000","CLOSD","10631 Rosies RUN","23831","Chesterfield","Townhouse","05/28/2026","$368,990","$379,000","30","New (never occupied)","2025","None","1,567","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2608405","805-737-5354","CLOSD","4104 Valley Side DR","23223","Henrico","Single Family Residence","05/28/2026","$250,000","$275,000","6","Resale (occupied at least once)","1994","Maplewood Farms","1,932","0.28","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2611123","7796-67-5598","CLOSD","9470 Pleasant Level RD","23116","Hanover","Single Family Residence","05/28/2026","$650,000","$660,000","5","Resale (occupied at least once)","2022","Giles Farm","2,778","0.15","4","3.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2608311","C004-0291-016","CLOSD","7523 Piney Branch RD","23225","Richmond City","Single Family Residence","05/28/2026","$425,000","$425,000","8","Resale (occupied at least once)","1959","Cherokee Farms","1,440","0.32","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2603898","728-70-56-79-000-000","CLOSD","421 Randolph View DR","23114","Chesterfield","Townhouse","05/28/2026","$419,999","$415,000","35","Resale (occupied at least once)","2023","Randolph Pond","2,541","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2602129","Not Yet Assigned","CLOSD","5405 Raysdale RD Unit#101","23059","Henrico","Condominium","05/28/2026","$441,525","$441,525","45","New (never occupied)","2026","Twin Hickory","1,572","","3","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2600363","10A  3GC  68","CLOSD","10548 Deerlake DR","23124","New Kent","Single Family Residence","05/28/2026","$689,000","$694,000","77","Resale (occupied at least once)","2016","Deerlake","5,031","2.39","4","3.1","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2532146","711-66-85-03-700-000","CLOSD","16307 Alexandria CT","23832","Chesterfield","Townhouse","05/28/2026","$419,990","$404,017","75","New (never occupied)","2026","Hampton Ridge","","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2609265","E000-0252-037","CLOSD","509 Mosby ST","23223","Richmond City","Single Family Residence","05/28/2026","$360,000","$360,000","20","Resale (occupied at least once)","1994","None","1,744","0.14","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2606242","712-66-23-78-400-000","CLOSD","8728 Pioneer Hill DR","23832","Chesterfield","Townhouse","05/28/2026","$399,790","$370,000","42","New (never occupied)","2026","Harpers Mill","","0.05","3","2.2","Public Water","Sewer - Public","Conventional","Corporate"
"1","2607712","22A6 3 1  71","CLOSD","8672 Terroir LN","23124","New Kent","Single Family Residence","05/28/2026","$664,900","$664,000","7","Resale (occupied at least once)","2023","Viniterra","4,836","0.21","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2605165","7871-80-8266","CLOSD","14057 Stanley Park DR","23005","Hanover","Single Family Residence","05/28/2026","$518,000","$518,000","38","Resale (occupied at least once)","2014","Ashland Park","2,608","0.17","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2605051","33B8 1B1 137","CLOSD","11111 Royal LN","23140","New Kent","Single Family Residence","05/28/2026","$559,950","$557,000","50","Resale (occupied at least once)","2022","Brickshire","4,132","0.81","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2602426","042A-3H-1","CLOSD","1611 Anderson HWY","23139","Powhatan","Single Family Residence","05/28/2026","$319,500","$321,000","43","Resale (occupied at least once)","1962","None","1,000","0.97","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609766","743-69-56-73-400-000","CLOSD","11211 Pennway DR","23236","Chesterfield","Single Family Residence","05/28/2026","$419,000","$421,000","7","Resale (occupied at least once)","1985","Wedgewood","1,824","0.44","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609635","736-758-5467","CLOSD","2943 Glen Gary DR","23233","Henrico","Single Family Residence","05/28/2026","$600,000","$615,000","6","Resale (occupied at least once)","1992","Glen Gary","2,650","0.24","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609463","770-746-5964","CLOSD","4807 Adair AVE","23230","Henrico","Single Family Residence","05/28/2026","$329,000","$333,000","2","Resale (occupied at least once)","1955","Greendale Manor","1,000","0.22","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2610704","757-742-0215","CLOSD","1215 Santa Anna RD","23229","Henrico","Single Family Residence","05/28/2026","$414,950","$425,000","7","Resale (occupied at least once)","1952","Beverly Hills","","","4","1.1","Public Water","Sewer - Public","Conventional","Estate"
"1","2609823","054-5-1","CLOSD","1570 Meade Point DR","23139","Powhatan","Single Family Residence","05/28/2026","$450,000","$501,000","4","Resale (occupied at least once)","1995","Hollymeade","1,890","10.39","3","2.0","Well","Septic - Conventional","Conventional","Estate"
"1","2608512","784-67-02-55-200-000","CLOSD","8907 Talon LN","23237","Chesterfield","Single Family Residence","05/28/2026","$265,000","$265,000","16","Resale (occupied at least once)","1986","Falconbridge","1,048","0.24","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2609110","774-760-2860","CLOSD","2103 Aeronca AVE","23228","Henrico","Single Family Residence","05/28/2026","$355,000","$365,500","8","Resale (occupied at least once)","1956","Windcliff","1,274","0.32","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609143","728-66-36-84-500-000","CLOSD","14001 Salten CT","23112","Chesterfield","Single Family Residence","05/28/2026","$410,000","$410,000","5","Resale (occupied at least once)","1996","Fawn Creek","1,634","0.27","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2609595","719-680-13-15-0000","CLOSD","14815 Highberry Woods DR","23112","Chesterfield","Single Family Residence","05/28/2026","$435,000","$435,000","3","Resale (occupied at least once)","1994","Woodlake","","0.20","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2600789","30A  2   196","CLOSD","6337 Hickory RD","23141","New Kent","Single Family Residence","05/28/2026","$305,000","$305,000","34","New (never occupied)","2026","Woodhaven Shores","","0.14","3","2.1","Public Water","Septic - Engineered","Conventional","Corporate"
"1","2520949","52G-1-21","CLOSD","1372 Meadow Grove DR","23139","Powhatan","Single Family Residence","05/28/2026","$1,025,882","$1,103,184","306","New (never occupied)","2025","None","2,431","2.73","4","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2606871","039C-3-2","CLOSD","2112 Wood Flower RD","23139","Powhatan","Single Family Residence","05/28/2026","$470,000","$450,000","27","Resale (occupied at least once)","2020","Dogwood Forest","1,581","1.54","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
