"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2231009","Not Yet Assigned","CLOSD","1825 Twin Rivers Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","08/10/2023","$424,110","$469,160","74","New (never occupied)","2023","Twin Rivers","1,687","","3","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2312586","780-762-8697","CLOSD","10024 Greenwood Road, Henrico VA 23060","23060","Henrico","Single Family Residence","08/11/2023","$409,950","$410,000","27","New (never occupied)","2023","Longs","1,951","0.22","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2316304","718-69-08-08-800-000","CLOSD","14500 Farcet Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","08/11/2023","$685,000","$680,000","10","Resale (occupied at least once)","2015","Rountrey","3,418","0.21","4","3.1","Public Water","Community - Sewer/Septic","Conventional","Individuals"
"1","2232279","762643170500000","CLOSD","8519 Mckibben Place, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","08/11/2023","$530,945","$546,475","0","New (never occupied)","2022","Lake Margaret","3,084","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2231727","760643245200000","CLOSD","8813 Mckibben Drive, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","08/11/2023","$723,460","$733,535","0","New (never occupied)","2022","Lake Margaret","5,289","","5","5.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2316118","829-686-6534","CLOSD","8207 Turner Forest Road, Henrico VA 23231","23231","Henrico","Single Family Residence","08/11/2023","$545,000","$545,000","6","Resale (occupied at least once)","2010","Turner Forest","4,572","1.21","4","3.2","Well","Septic - Conventional","VA New","Partnership"
"1","2219268","779-773-8352","CLOSD","7055 Rivermere Lane, Henrico VA 23059","23059","Henrico","Single Family Residence","08/11/2023","$610,550","$655,270","0","New (never occupied)","2022","River Mill","2,826","","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2316727","720-68-64-24-400-000","CLOSD","14607 Waters Shore Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","08/11/2023","$500,000","$500,000","13","Resale (occupied at least once)","2003","Edgewater At The Reservoir","2,854","0.19","5","2.1","Public Water","None","FHA New","Individuals"
"1","2313775","795-63-33-02-300-000","CLOSD","3727 Passage Way Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","08/11/2023","$269,950","$270,000","9","Resale (occupied at least once)","1985","Somerset","1,446","0.24","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2300223","J13-2738-2551","CLOSD","7266 George Wythe Lane #UnitA, New Kent VA 23124","23124","New Kent","Townhouse","08/11/2023","$277,680","$282,000","0","New (never occupied)","2022","Townhomes at Four Seasons","1,564","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
