"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2325189","E000-0439-004","CLOSD","2607 East Grace Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","12/01/2023","$1,398,500","$1,325,000","8","Resale (occupied at least once)","1840","None","2,716","0.15","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2321061","040A-2A-58","CLOSD","2709 Daphne Lane, Powhatan VA 23139","23139","Powhatan","Single Family Residence","12/01/2023","$314,900","$316,000","55","Resale (occupied at least once)","1975","Red Lane","2,400","0.90","5","3.0","Well","Septic - Conventional","VHDA/FHA","Corporate"
"1","2317899","22A9 1 2 35","CLOSD","7864 Lovegrass Terrace, New Kent VA 23124","23124","New Kent","Single Family Residence","12/01/2023","$449,950","$460,000","79","Resale (occupied at least once)","2022","Arbors","3,124","0.20","5","3.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2326272","780-68-25-33-900-000","CLOSD","4431 Watchrun Drive, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","12/01/2023","$285,000","$280,000","3","Resale (occupied at least once)","1977","Watch Run","1,788","0.25","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2309724","837-719-5205","CLOSD","2460 Meadow Road, Henrico VA 23150","23150","Henrico","Single Family Residence","12/01/2023","$437,570","$423,431","36","New (never occupied)","2023","None","2,227","1.34","3","2.1","Public Water","Septic - Engineered","VA New","Corporate"
"1","2326728","W019-0152-032","CLOSD","4809 Wythe Avenue, Richmond City VA 23226","23226","Richmond City","Single Family Residence","12/01/2023","$705,000","$715,000","6","Resale (occupied at least once)","1951","None","2,706","0.15","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2323755","790-743-5963","CLOSD","512 Conley Road, Henrico VA 23227","23227","Henrico","Single Family Residence","12/01/2023","$350,000","$355,000","35","Resale (occupied at least once)","1960","Silver Spring Farm","1,872","0.69","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2325370","777-65-73-70-000-000","CLOSD","11302 Ashley Landing Court, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","12/01/2023","$350,000","$357,500","2","Resale (occupied at least once)","1995","Arbor Landing","1,850","0.24","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2307360","803-699-5306","CLOSD","1355 Loudon Street, Henrico VA 23231","23231","Henrico","Single Family Residence","12/01/2023","$331,350","$324,000","137","New (never occupied)","2023","Cedar Lawn","1,640","0.30","4","2.1","Well","Septic - Engineered","FHA New","Corporate"
"1","2324407","725-65-87-41-600-000","CLOSD","14724 Collington Turn, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/01/2023","$469,500","$470,000","6","Resale (occupied at least once)","2004","Collington","2,597","0.74","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2325760","Not Yet Assigned","CLOSD","4111 Next Level Trace, Chesterfield VA 23112","23112","Chesterfield","Condominium","12/01/2023","$397,950","$397,950","13","New (never occupied)","2023","Wescott","1,618","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2319774","823-696-2073","CLOSD","3319 Britton Road, Henrico VA 23231","23231","Henrico","Single Family Residence","12/01/2023","$256,000","$256,000","23","Resale (occupied at least once)","1961","None","1,000","2.27","3","1.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2322013","730-765-2430.083","CLOSD","530 Greybull Walk #UnitA, Henrico VA 23233","23233","Henrico","Condominium","12/01/2023","$429,785","$415,000","23","New (never occupied)","2023","Gateway Square","1,573","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2323541","813-65-33-47-000-000","CLOSD","12905 Scrimshaw Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","12/01/2023","$485,000","$485,000","21","Resale (occupied at least once)","1990","Rivers Bend","2,805","0.77","4","2.2","Public Water","Sewer - Public","Other","Individuals"
"1","2323415","712-67-81-00-300-000","CLOSD","16001 Lost Crop Drive, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","12/01/2023","$600,000","$600,000","39","Resale (occupied at least once)","2017","Wynwood at Foxcreek","3,597","0.18","5","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2326568","N000-2458-034","CLOSD","4511 East Seminary Avenue, Richmond City VA 23227","23227","Richmond City","Single Family Residence","12/01/2023","$449,000","$455,000","7","Resale (occupied at least once)","1927","North Ginter Park","2,000","0.17","4","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2323491","737-773-9680","CLOSD","5409 Stanwood Way, Henrico VA 23059","23059","Henrico","Single Family Residence","12/01/2023","$739,950","$783,300","6","Resale (occupied at least once)","2002","Stanwood At Berkeley","3,332","0.32","5","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2323753","014-24","CLOSD","4818 A-Powhatan Lakes, Powhatan VA 23139","23139","Powhatan","Single Family Residence","12/01/2023","$324,950","$310,000","12","Resale (occupied at least once)","2011","None","1,392","0.77","2","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2323166","722-67-00-30-900-044","CLOSD","14605 Hancock Towns Drive, Chesterfield VA 23832","23832","Chesterfield","Condominium","12/01/2023","$299,950","$294,950","32","Resale (occupied at least once)","2021","Hancock Village","1,500","","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2320524","796-63-65-77-400-000","CLOSD","3410 Sylvania Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","12/01/2023","$289,950","$280,000","31","Resale (occupied at least once)","1998","Ivey Tract","2,128","1.03","5","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2321626","776-67-87-09-700-000","CLOSD","5331 Gatebridge Road, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","12/01/2023","$319,500","$315,000","36","Resale (occupied at least once)","1994","Stonebridge","1,666","0.29","3","2.1","Public Water","Community - Sewer/Septic, Sewer - Public","Conventional","Individuals"
