"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2318596","E010-0260-011","CLOSD","5503 Parker Street, Richmond City VA 23231","23231","Richmond City","Single Family Residence","10/23/2023","$225,000","$230,000","45","Resale (occupied at least once)","1954","Powhatan Place","930","0.20","2","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2322634","N000-0562-017","CLOSD","2120 5th Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","10/23/2023","$315,000","$315,000","4","New (never occupied)","2023","Chestnut Hills","1,453","0.10","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2322277","N000-1072-024","CLOSD","1315 Pollock Street, Richmond City VA 23222","23222","Richmond City","Single Family Residence","10/23/2023","$305,000","$305,000","4","New (never occupied)","2023","Highland Park","1,364","0.04","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2322493","S006-0244-019","CLOSD","5009 Devonshire Road, Richmond City VA 23225","23225","Richmond City","Single Family Residence","10/23/2023","$715,000","$825,000","7","Resale (occupied at least once)","1932","Westover Hills","2,598","0.28","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2303396","7890-45-6052","CLOSD","9620 Seven Sisters Drive, Hanover VA 23005","23005","Hanover","Single Family Residence","10/23/2023","$760,597","$760,597","2","New (never occupied)","2023","Hickory Hill","3,460","1.00","4","3.1","Well","Septic - Conventional","Conventional","Corporate, Individuals"
"1","2322222","738-69-66-80-900-000","CLOSD","11809 Sanbury Lane, Chesterfield VA 23114","23114","Chesterfield","Single Family Residence","10/23/2023","$415,000","$400,000","4","Resale (occupied at least once)","1995","Exbury","2,098","0.22","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2322538","719-68-96-32-200-000","CLOSD","2242 Wing Haven Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/23/2023","$599,999","$600,000","4","Resale (occupied at least once)","2007","The Sanctuary At Watermill","3,635","0.27","5","4.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2321627","759-742-9418","CLOSD","1310 Ware Road, Henrico VA 23229","23229","Henrico","Single Family Residence","10/23/2023","$385,000","$385,000","10","Resale (occupied at least once)","1983","Forest Heights","1,098","0.21","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2304033","TBD","CLOSD","1528 Moore Street #UnitA, Richmond City VA 23220","23220","Richmond City","Condominium","10/23/2023","$409,135","$392,900","28","New (never occupied)","2023","Carver Square","1,574","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2323440","E000-0930-047","CLOSD","1545 Rogers Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","10/23/2023","$249,500","$242,000","3","Resale (occupied at least once)","1940","None","1,323","0.10","4","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2321525","728-66-78-63-200-000","CLOSD","13909 Belmont Stakes Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/23/2023","$425,000","$425,000","25","Resale (occupied at least once)","1990","Triple Crown","2,222","0.30","4","2.1","Public Water","Sewer - Public","FHA New","Partnership"
"1","2321820","760-62-95-20-000-000","CLOSD","15520 Rowlett Road, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","10/23/2023","$379,000","$379,000","4","Resale (occupied at least once)","1991","None","1,485","1.58","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2317015","760-69-90-60-200-000","CLOSD","1410 Traway Drive, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","10/23/2023","$368,500","$368,000","46","Resale (occupied at least once)","1974","Parkwood","1,926","0.37","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2322165","N000-0447-003","CLOSD","2114 Rose Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","10/23/2023","$400,000","$425,000","6","Resale (occupied at least once)","1900","Barton Heights","1,943","0.13","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2324311","730-66-37-59-300-000","CLOSD","9101 Craftsbury Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/23/2023","$579,900","$579,900","4","Resale (occupied at least once)","2023","Collington East","2,669","","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2323640","W000-0998-023","CLOSD","2206 Floyd Avenue, Richmond City VA 23220","23220","Richmond City","Single Family Residence","10/23/2023","$699,000","$770,000","5","Resale (occupied at least once)","1910","None","1,870","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
