"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2112316","791-64-60-05-700-000","CLOSD","13304 South Chester Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","06/21/2021","$259,990","$275,000","6","Resale (occupied at least once)","1971","Bermuda Country Estates","1,842","0.36","3","2.0","Public Water","Septic - Conventional","VA New","Individuals"
"1","2110589","806-692-1672","CLOSD","7524 Settlers Ridge Court, Henrico VA 23231","23231","Henrico","Single Family Residence","06/21/2021","$295,500","$291,000","7","Resale (occupied at least once)","2009","Settlers Ridge","1,635","0.19","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2028611","756-761-2059","CLOSD","4508 Padgett Place, Henrico VA 23060","23060","Henrico","Single Family Residence","06/21/2021","$407,050","$410,945","9","New (never occupied)","2020","Middleton Place","1,823","","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2112911","724-68-77-87-800-000","CLOSD","2801 Fairgate Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","06/21/2021","$365,000","$390,000","7","Resale (occupied at least once)","1981","Brandermill","2,472","0.46","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2111791","747-71-73-44-700-000","CLOSD","10416 Medina Road, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","06/21/2021","$350,000","$325,000","11","Resale (occupied at least once)","1965","Woodmont","1,922","0.45","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036599","815649717000000","CLOSD","13512 Mason Orchard Place, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","06/21/2021","$374,975","$374,975","23","New (never occupied)","2021","Bermuda Orchard","2,325","","3","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2111731","770-69-38-59-600-000","CLOSD","6016 Partingdale Circle, Chesterfield VA 23224","23224","Chesterfield","Townhouse","06/21/2021","$181,000","$175,000","10","Resale (occupied at least once)","1979","Newberry Towne","2,155","0.05","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2109302","757-68-56-10-200-000","CLOSD","4401 Jacobs Bend Drive, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","06/21/2021","$295,000","$300,000","5","Resale (occupied at least once)","1994","Jacobs Glenn","2,013","0.31","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2031891","730-66-25-48-300-000","CLOSD","9506 Deering Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","06/21/2021","$433,950","$528,864","0","New (never occupied)","2021","Collington East","3,394","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2101827","726696659100000","CLOSD","14365 Revelry Boulevard #UnitSA, Chesterfield VA 23114","23114","Chesterfield","Townhouse","06/21/2021","$444,630","$440,020","0","New (never occupied)","2021","Centerpointe Townes","2,251","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2114061","816-699-9131","CLOSD","2700 Darbytown Road, Henrico VA 23231","23231","Henrico","Single Family Residence","06/21/2021","$209,999","$215,000","3","Resale (occupied at least once)","1942","None","874","0.49","3","1.0","Well","Septic - Conventional","FHA New","Corporate"
"1","2104972","042A-3H-1","CLOSD","1611 Anderson Highway, Powhatan VA 23139","23139","Powhatan","Single Family Residence","06/21/2021","$219,900","$230,000","6","Resale (occupied at least once)","1962","Holly Hills","1,000","0.97","3","1.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2103250","737679954100010","CLOSD","4100 Maze Runner Drive #Unit204, Chesterfield VA 23112","23112","Chesterfield","Condominium","06/21/2021","$219,990","$219,990","12","New (never occupied)","2021","Wescott","1,156","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2115731","790-66-06-16-400-000","CLOSD","3725 Mineola Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","06/21/2021","$189,900","$210,000","6","Resale (occupied at least once)","1985","Mineola","1,380","0.34","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2115595","717-66-47-05-700-000","CLOSD","8400 Deeley Lane, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","06/21/2021","$425,000","$425,000","4","Resale (occupied at least once)","2011","Harpers Mill","2,446","0.33","4","2.1","Public Water","Sewer - Public","Cash","Estate"
"1","2114912","719-71-18-47-000-000","CLOSD","441 Creekwillow Drive, Chesterfield VA 23113","23113","Chesterfield","Townhouse","06/21/2021","$339,900","$360,000","5","Resale (occupied at least once)","2013","Brookcreek Crossing","2,019","0.09","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2114843","812-65-01-36-000-000","CLOSD","13455 Naylors Blue Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","06/21/2021","$324,900","$340,000","1","Resale (occupied at least once)","2010","Cypress Woods","2,424","0.22","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2114708","788-755-5854","CLOSD","8204 Tarkington Drive, Henrico VA 23227","23227","Henrico","Single Family Residence","06/21/2021","$294,950","$305,000","7","Resale (occupied at least once)","1963","Wildwood","1,578","0.35","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2114694","710-68-25-00-600-000","CLOSD","16619 Otterdale Pointe Drive, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","06/21/2021","$415,000","$445,000","4","Resale (occupied at least once)","2017","Otterdale Pointe","2,688","0.40","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2114161","N000-1459-017","CLOSD","450 Milton Street, Richmond City VA 23222","23222","Richmond City","Single Family Residence","06/21/2021","$199,450","$220,000","4","Resale (occupied at least once)","1947","Providence Park","944","0.19","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2114157","C009-0176-010","CLOSD","3007 LAURELBROOK Drive, Richmond City VA 23224","23224","Richmond City","Single Family Residence","06/21/2021","$79,500","$76,000","23","Resale (occupied at least once)","1950","Chestervale","672","0.21","2","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2114082","729667343000000","CLOSD","7918 Kentucky Derby Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","06/21/2021","$299,000","$352,000","6","Resale (occupied at least once)","1993","Antler Ridge","1,960","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
