"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2307062","C005-0937-010","CLOSD","5223 Rockland Road, Richmond City VA 23225","23225","Richmond City","Single Family Residence","05/05/2023","$250,000","$210,000","6","Resale (occupied at least once)","1953","Forest View Heights","1,314","0.35","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2304691","818-64-93-38-100-000","CLOSD","705 Koyoto Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","05/05/2023","$329,500","$350,000","6","Resale (occupied at least once)","1988","Cameron Hills","1,998","0.27","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2308381","W019-0052-003","CLOSD","4621 Radford Avenue, Richmond City VA 23230","23230","Richmond City","Single Family Residence","05/05/2023","$374,950","$405,000","6","Resale (occupied at least once)","1952","Monument Avenue Park","1,473","0.14","4","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2231624","N000-1042-002","CLOSD","3128 Woodrow Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","05/05/2023","$477,500","$470,000","85","Resale (occupied at least once)","1924","None","1,968","0.16","3","3.0","Public Water","Sewer - Public","Conventional","Partnership"
"1","2305536","800-729-9447","CLOSD","1822 St Claire Lane, Henrico VA 23223","23223","Henrico","Single Family Residence","05/05/2023","$204,950","$204,950","3","Resale (occupied at least once)","1950","Montezuma Farms","624","","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2223131","710-67-86-07-400-000","CLOSD","5454 Swift Fox Place, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","05/05/2023","$631,950","$715,718","0","New (never occupied)","2023","Foxfield","3,716","0.35","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2306691","743-65-95-71-900-000","CLOSD","11831 Goldenbrook Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","05/05/2023","$279,000","$279,000","4","Resale (occupied at least once)","1984","Spring Run","1,512","0.92","4","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2231315","S007-1062-008","CLOSD","3400 Logandale Avenue, Richmond City VA 23224","23224","Richmond City","Single Family Residence","05/05/2023","$174,900","$180,000","102","Resale (occupied at least once)","1930","Broad Rock Park","966","0.24","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2219546","770655423600000","CLOSD","11307 Amara Drive, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","05/05/2023","$571,445","$571,445","0","New (never occupied)","2022","The Highlands","3,656","","5","4.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2304404","728-66-23-81-100-000","CLOSD","14201 Haveridge Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","05/05/2023","$429,000","$432,500","8","Resale (occupied at least once)","2006","Collington","2,095","0.15","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
