"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2203464","793-66-65-57-700-000","CLOSD","2815 General Boulevard, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","03/16/2022","$215,000","$225,000","5","Resale (occupied at least once)","2004","Central Park","1,050","0.17","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2201831","E000-0718-005","CLOSD","1408 North 31st Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","03/16/2022","$369,950","$376,000","6","Resale (occupied at least once)","1947","None","1,607","0.13","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2136061","117436","CLOSD","7819 Faisan ln, New Kent VA 23124","23124","New Kent","Single Family Residence","03/16/2022","$399,990","$399,990","21","New (never occupied)","2021","Arbors","2,025","","4","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2133623","117435","CLOSD","7809 Faisan Lane, New Kent VA 23124","23124","New Kent","Single Family Residence","03/16/2022","$379,990","$379,990","12","New (never occupied)","2021","Arbors","1,906","","4","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2132005","74867551405 00000","CLOSD","5736 Stockport Place, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","03/16/2022","$469,890","$469,990","54","New (never occupied)","2021","Qualla Farms","3,052","","5","3.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2134617","711677154800000","CLOSD","6224 Trail Ride Dr, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","03/16/2022","$499,990","$505,525","7","New (never occupied)","2021","Foxcreek","3,209","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2118339","812649375400000","CLOSD","513 Bastian Place, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","03/16/2022","$456,885","$456,885","72","New (never occupied)","2021","Ramblewood Estates","3,010","","5","3.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2202223","785-67-82-92-900-000","CLOSD","7301 Silver Mist Avenue, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","03/16/2022","$439,000","$439,000","11","Resale (occupied at least once)","2009","Silver Mews Section A","4,440","0.21","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2200638","C006-0927-042","CLOSD","629 Tilton Court, Richmond City VA 23224","23224","Richmond City","Single Family Residence","03/16/2022","$229,990","$235,000","11","Resale (occupied at least once)","1986","Glendale","1,520","0.27","4","1.1","Public Water","Sewer - Public","FHA New","Estate"
"1","2119213","727696178200000","CLOSD","14312 Altavista Boulevard #UnitVC, Chesterfield VA 23114","23114","Chesterfield","Townhouse","03/16/2022","$414,990","$423,645","36","New (never occupied)","2021","Centerpointe Townes","2,247","","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
