"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2502371","716673763400000","CLOSD","6453 Lila Crest LN","23112","Chesterfield","Single Family Residence","12/16/2025","$419,000","$399,000","286","New (never occupied)","2025","Cottages At Millwood","1,148","","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2605045","W021-0330-016","CLOSD","412 Somerset AVE","23226","Richmond City","Single Family Residence","03/31/2026","$1,199,500","$1,410,000","10","Resale (occupied at least once)","1923","Club View","2,786","0.35","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2528600","L14-0485-3089","CLOSD","8887 Terroir LN","23124","New Kent","Single Family Residence","03/31/2026","$619,000","$619,000","68","New (never occupied)","2025","Viniterra","1,630","","3","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2518259","768675069600000","CLOSD","7285 Crosswinds DR","23234","Chesterfield","Single Family Residence","03/31/2026","$457,675","$457,675","81","New (never occupied)","2025","Watermark","","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2600726","786-67-84-69-000-000","CLOSD","3413 Laroux AVE","23237","Chesterfield","Single Family Residence","03/31/2026","$380,000","$380,000","52","Resale (occupied at least once)","2020","Silver Mews Section A","1,680","0.23","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2600385","790-743-4894","CLOSD","4907 Edgefield CIR","23227","Henrico","Single Family Residence","03/31/2026","$260,000","$260,000","49","Resale (occupied at least once)","1959","Stukeley Hall Farms","1,088","0.33","3","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2603389","729655678600000","CLOSD","13619 Brandy Oaks RD","23832","Chesterfield","Single Family Residence","03/31/2026","$599,990","$589,990","24","New (never occupied)","2025","Brandy Oaks","","1.04","4","3.0","Public Water","Other - See Remarks","Conventional","Individuals"
"1","2531708","716672439700000","CLOSD","6500 Lila Crest LN","23112","Chesterfield","Single Family Residence","03/31/2026","$449,000","$449,000","64","New (never occupied)","2025","Cottages At Millwood","1,476","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2601839","787-65-20-53-100-000","CLOSD","12324 Windsor RD","23831","Chesterfield","Single Family Residence","03/31/2026","$439,000","$435,000","48","Resale (occupied at least once)","1956","Bruce Farms","4,178","0.92","5","2.1","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2603631","762-774-5118.051","CLOSD","541 Siena LN","23059","Henrico","Condominium","03/31/2026","$429,000","$441,870","21","Resale (occupied at least once)","2008","The Villas At Hunton Park","2,658","0.26","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2605440","714-67-91-31-100-000","CLOSD","15636 Moss Light PL","23120","Chesterfield","Single Family Residence","03/31/2026","$674,900","$675,000","3","Resale (occupied at least once)","2000","Foxfire","4,218","0.38","5","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2533090","7347598386","CLOSD","13012 Silent Wood Place","23233","Henrico","Single Family Residence","03/31/2026","$415,500","$405,000","77","Resale (occupied at least once)","1991","Danewood At Wellesley","1,557","0.14","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2533862","828-715-5335","CLOSD","220 Casey ST","23150","Henrico","Single Family Residence","03/31/2026","$369,000","$375,000","27","Resale (occupied at least once)","2005","Hunters Run","1,896","0.26","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2600524","805-733-1057","CLOSD","3603 Reynolds RD","23223","Henrico","Single Family Residence","03/31/2026","$244,900","$244,900","44","Resale (occupied at least once)","1955","Glen Manor","1,040","0.27","3","1.1","Public Water","Sewer - Public","VHDA/FHA","REO"
"1","2605222","776-67-75-85-100-000","CLOSD","7133 Omalley DR","23234","Chesterfield","Single Family Residence","03/31/2026","$375,000","$375,000","4","Resale (occupied at least once)","1993","None","2,216","0.78","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532522","739-754-5456","CLOSD","11927 Evening Loop","23233","Henrico","Townhouse","03/31/2026","$589,950","$557,990","59","New (never occupied)","2025","Shire Walk","2,206","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2602888","N000-1160-006","CLOSD","3314 Maryland AVE","23222","Richmond City","Single Family Residence","03/31/2026","$359,000","$362,000","18","Resale (occupied at least once)","1965","Barton Heights","2,244","0.11","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2605199","817-693-6352","CLOSD","2751 Beowulf CT","23231","Henrico","Single Family Residence","03/31/2026","$384,900","$384,900","3","Resale (occupied at least once)","1975","Lyn-Juan Acres","2,101","1.18","3","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2603887","772677195200000","CLOSD","5916 Banyan LN","23234","Chesterfield","Townhouse","03/31/2026","$349,990","$349,990","7","New (never occupied)","2026","Watermark","","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2603555","724-69-78-67-800-000","CLOSD","14201 Denby TER","23114","Chesterfield","Single Family Residence","03/31/2026","$689,900","$650,000","16","Resale (occupied at least once)","2005","Rutherford Village At Charter Colony","3,598","0.47","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601420","761-753-8611","CLOSD","2308 Larkwood RD","23294","Henrico","Single Family Residence","03/31/2026","$416,000","$420,000","6","Resale (occupied at least once)","1956","Skipwith Heights","1,992","0.28","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601063","119708","CLOSD","7726 Arbor Marsh TER","23124","New Kent","Single Family Residence","03/31/2026","$462,990","$452,660","15","New (never occupied)","2026","The Arbors At New Kent Winery","2,033","0.16","3","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2533673","790-64-38-93-900-000","CLOSD","4501 Sandy Oak TER","23831","Chesterfield","Single Family Residence","03/31/2026","$399,000","$402,500","23","Resale (occupied at least once)","1995","Sandy Oak","2,829","0.27","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2530026","119710","CLOSD","7734 Arbor Marsh TER","23124","New Kent","Single Family Residence","03/31/2026","$466,990","$466,990","28","New (never occupied)","2026","The Arbors At New Kent Winery","2,033","0.18","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2517400","119714","CLOSD","7586 Broomsedge CT","23124","New Kent","Single Family Residence","03/31/2026","$450,890","$449,999","151","New (never occupied)","2025","The Arbors At New Kent Winery","2,220","0.24","4","2.1","Public Water","Community - Sewer/Septic","FHA New","Corporate"
"1","2601327","C009-0496-042","CLOSD","4504 Warwick RD","23234","Richmond City","Single Family Residence","03/31/2026","$310,000","$299,000","40","Resale (occupied at least once)","2014","Chatsworth","1,312","0.29","3","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2504915","30-7-0-10-0","CLOSD","3105 Kensington LN","23063","Goochland","Single Family Residence","03/31/2026","$739,950","$742,386","120","New (never occupied)","2025","Kensington Creek","3,151","3.85","4","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2603658","W000-1402-029","CLOSD","3108 Grayland AVE","23221","Richmond City","Single Family Residence","03/31/2026","$599,950","$600,000","7","Resale (occupied at least once)","1948","None","2,660","0.14","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2528454","E010-0140-015","CLOSD","5303 Parker ST","23231","Richmond City","Single Family Residence","03/31/2026","$234,950","$240,000","135","Resale (occupied at least once)","1925","Powhatan Annex","884","0.10","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2527647","744-69-68-83-700-000","CLOSD","1331 Burlington RD","23236","Chesterfield","Single Family Residence","03/31/2026","$399,950","$390,000","136","Resale (occupied at least once)","1976","Wedgewood","1,839","0.48","3","2.1","Public Water","Septic - Conventional","Conventional","Other"
"1","2522913","796-61-69-96-400-000","CLOSD","3020 Plumtree ST","23834","Chesterfield","Single Family Residence","03/31/2026","$353,950","$352,000","204","New (never occupied)","2025","West Chesterfield Heights","","0.18","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2605148","E000-0428-002","CLOSD","906 N 24th ST","23223","Richmond City","Single Family Residence","03/31/2026","$385,000","$405,000","6","Resale (occupied at least once)","1910","East End","1,543","0.05","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2604578","793-756-5111","CLOSD","8309 Diane LN","23227","Henrico","Single Family Residence","03/31/2026","$499,900","$500,000","2","Resale (occupied at least once)","1988","Schrader Woods","3,858","0.53","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2602045","C006-0505-032","CLOSD","1736 Catalina DR","23224","Richmond City","Single Family Residence","03/31/2026","$270,000","$265,000","30","Resale (occupied at least once)","1953","Mcguire Manor","1,009","0.31","3","1.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2604833","782-66-56-90-100-000","CLOSD","9516 Heather RDG","23237","Chesterfield","Single Family Residence","03/31/2026","$309,900","$310,000","3","Resale (occupied at least once)","1978","Lost Forest","1,032","0.25","3","1.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2600091","S000-0457-002","CLOSD","2014 Edwards AVE","23224","Richmond City","Single Family Residence","03/31/2026","$299,000","$299,000","46","Resale (occupied at least once)","1946","Mason Park","2,304","0.14","3","2.2","Public Water","Sewer - Public","FHA New","Corporate"
"1","2532650","C009-0583-096","CLOSD","3924 Ladbroke CT","23234","Richmond City","Single Family Residence","03/31/2026","$289,000","$285,000","62","Resale (occupied at least once)","1976","Deerbourne","1,080","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2528707","743-67-62-76-800-000","CLOSD","11418 Parrish Creek LN","23832","Chesterfield","Single Family Residence","03/31/2026","$449,500","$449,500","42","Resale (occupied at least once)","2014","Colony Pointe","2,046","0.42","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2503490","706684200600000","CLOSD","5206 Singing Bird DR","23120","Chesterfield","Single Family Residence","03/31/2026","$1,125,000","$1,100,000","266","New (never occupied)","2025","Summer Lake","3,214","","4","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2528417","7797-70-1654","CLOSD","10123 Peach Blossom RD","23116","Hanover","Single Family Residence","03/31/2026","$669,950","$660,000","115","Resale (occupied at least once)","2022","Honey Meadows","2,530","0.18","6","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532798","C004-0544-025","CLOSD","2956 Hathaway RD Unit#U301","23225","Richmond City","Condominium","03/31/2026","$325,000","$325,000","82","Resale (occupied at least once)","1972","Hathaway Tower Condominiums","1,729","4.02","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2600281","32-18-0-34-0","CLOSD","1706 Bridgewater CT","23102","Goochland","Single Family Residence","03/31/2026","$999,000","$1,160,000","6","Resale (occupied at least once)","2012","Bridgewater","3,117","3.03","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2604344","813-64-82-71-800-000","CLOSD","13831 Mangrove Bay DR","23836","Chesterfield","Single Family Residence","03/31/2026","$569,950","$550,000","7","Resale (occupied at least once)","2014","Ramblewood Forest","3,277","0.50","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2529724","C004-0695-042","CLOSD","3006 Bradwill RD","23225","Richmond City","Single Family Residence","03/31/2026","$749,950","$749,950","0","New (never occupied)","2025","None","","1.06","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
