"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2031199","732-67-02-69-300-000","CLOSD","7012 Holly Bark Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","11/19/2020","$229,750","$237,750","13","Resale (occupied at least once)","1991","Spring Trace","1,200","0.23","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2129046","767-741-5346","CLOSD","6505 Horsepen Road, Henrico VA 23226","23226","Henrico","Single Family Residence","10/29/2021","$360,000","$345,000","9","Resale (occupied at least once)","1949","West Haven","1,563","0.24","3","3.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2127418","117447","CLOSD","7885 Faisan Ln, New Kent VA 23124","23124","New Kent","Single Family Residence","10/29/2021","$374,990","$372,990","22","New (never occupied)","2021","Arbors","1,906","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2124884","8716-72-1126","CLOSD","9083 Haversack Lane, Hanover VA 23116","23116","Hanover","Single Family Residence","10/29/2021","$424,950","$435,000","25","Resale (occupied at least once)","2004","The Bluffs At Bell Creek","2,904","0.16","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2119661","117572","CLOSD","7161 Cress Ct, New Kent VA 23124","23124","New Kent","Single Family Residence","10/29/2021","$479,990","$479,990","97","New (never occupied)","2021","Arbors","3,059","","5","3.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2124714","760-757-2970","CLOSD","8909 Mapleview Avenue, Henrico VA 23294","23294","Henrico","Single Family Residence","10/29/2021","$320,000","$330,000","22","Resale (occupied at least once)","1973","Traditional Manor","2,164","0.26","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2127267","12-1-0-71-F","CLOSD","4089 Cedar Plains Road, Goochland VA 23153","23153","Goochland","Single Family Residence","10/29/2021","$199,000","$225,000","7","Resale (occupied at least once)","2007","None","1,275","2.82","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2126725","786-751-3471","CLOSD","709 Sibley Avenue, Henrico VA 23227","23227","Henrico","Single Family Residence","10/29/2021","$189,900","$186,900","28","Resale (occupied at least once)","1940","Lakeside Terrace","1,004","0.21","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2126053","838-691-1321","CLOSD","7680 Bradbury Road, Henrico VA 23231","23231","Henrico","Single Family Residence","10/29/2021","$260,000","$268,000","5","Resale (occupied at least once)","1999","None","1,680","3.44","4","2.0","Well","Septic - Alternative","Conventional","Individuals"
"1","2128148","772-745-5060","CLOSD","3312 Oconto Road, Henrico VA 23230","23230","Henrico","Single Family Residence","10/29/2021","$379,000","$365,000","13","Resale (occupied at least once)","1960","Rosemont","2,374","0.65","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124405","790-751-7778","CLOSD","5815 West Rois Road, Henrico VA 23227","23227","Henrico","Single Family Residence","10/29/2021","$284,950","$284,950","32","Resale (occupied at least once)","1952","Chamberlayne Heights","2,000","0.25","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2117789","008-11-4","CLOSD","3515 Kool Lane, Powhatan VA 23139","23139","Powhatan","Single Family Residence","10/29/2021","$439,950","$448,100","63","New (never occupied)","2021","None","2,293","10.10","3","2.1","Well","Septic - Conventional","FHA New","Corporate"
"1","2128888","794-64-84-83-600-000","CLOSD","13117 Sir Scott Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","10/29/2021","$329,900","$330,000","7","Resale (occupied at least once)","1983","Hidden Valley Estates","2,223","0.32","5","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2125507","724-69-12-52-500-000","CLOSD","2105 Deer Meadow Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/29/2021","$265,000","$265,000","24","Resale (occupied at least once)","1987","Deer Meadow","1,264","0.16","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124056","786-64-49-67-900-000","CLOSD","14018 Lippingham Terrace, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","10/29/2021","$339,000","$340,000","30","Resale (occupied at least once)","1997","Stoney Glen","2,398","0.35","4","2.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2129560","779-66-88-48-900-000","CLOSD","5102 White Pickett Lane, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","10/29/2021","$249,000","$255,000","3","Resale (occupied at least once)","1989","Ashton Woods North","1,344","0.44","3","2.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2128671","787-753-3330","CLOSD","7504 Griffin Avenue, Henrico VA 23227","23227","Henrico","Single Family Residence","10/29/2021","$239,900","$245,000","4","Resale (occupied at least once)","1969","Stuart Ridge Addition","1,144","0.27","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2128406","709-67-65-73-500-000","CLOSD","16704 Thornapple Run, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","10/29/2021","$419,000","$419,000","8","Resale (occupied at least once)","2019","Wynwood at Foxcreek","2,399","0.09","4","3.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2127717","808-721-7189","CLOSD","17 Masonic Lane, Henrico VA 23223","23223","Henrico","Single Family Residence","10/29/2021","$239,950","$239,950","8","Resale (occupied at least once)","1939","Windsor Place","1,691","0.09","4","1.0","Public Water","Sewer - Public","FHA New","Individuals, Partnership"
"1","2119876","808-717-5613","CLOSD","4407 Grigg Street, Henrico VA 23231","23231","Henrico","Single Family Residence","10/29/2021","$199,950","$227,000","4","Resale (occupied at least once)","1964","Shurm Heights","1,213","0.53","3","2.1","Well","Septic - Conventional","FHA New","Individuals"
"1","2109575","N018-0557-047","CLOSD","3908 Corbin Street, Richmond City VA 23222","23222","Richmond City","Single Family Residence","10/29/2021","$279,950","$286,800","17","New (never occupied)","2020","Oak Park","1,400","0.16","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2037751","TBD","CLOSD","1859 Providence Villas Court #Unit12A, Chesterfield VA 23236","23236","Chesterfield","Condominium","10/29/2021","$349,448","$381,620","105","New (never occupied)","2021","The Villas At Providence","1,859","","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2037557","733-72-59-35-400-000","CLOSD","4001 Bircham Loop, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","10/29/2021","$484,950","$581,495","0","New (never occupied)","2021","Tarrington","2,926","","5","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2035002","16B-3-H-17","CLOSD","3087 Rosethorn Way, Powhatan VA 23139","23139","Powhatan","Single Family Residence","10/29/2021","$470,950","$559,155","0","New (never occupied)","2021","Tilmans Farm","2,844","","4","3.0","Community Well","Septic - Conventional","Conventional","Corporate"
"1","2118037","E012-0224-003","CLOSD","2409 Whitcomb Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","10/29/2021","$159,900","$150,000","83","Resale (occupied at least once)","1964","None","980","0.22","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2126350","785-66-92-68-800-000","CLOSD","9002 Laurel Oak Court, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","10/29/2021","$227,500","$234,500","5","Resale (occupied at least once)","1980","Oakmont","1,876","0.19","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2129121","8725-64-1654","CLOSD","6189 Bunsworthy Place, Hanover VA 23111","23111","Hanover","Single Family Residence","10/29/2021","$290,000","$300,000","5","Resale (occupied at least once)","1999","Pole Green Station","1,819","0.19","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2103203","823-692-4375","CLOSD","6938 Hapsburg, Henrico VA 23231","23231","Henrico","Single Family Residence","10/29/2021","$310,000","$368,029","0","New (never occupied)","2021","Castleton","2,373","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2107602","8800-30-2919","CLOSD","13048 Walnut Shade Lane, Hanover VA 23005","23005","Hanover","Single Family Residence","10/29/2021","$229,000","$150,000","114","Resale (occupied at least once)","1975","None","1,144","1.00","3","1.0","Well","Septic - Conventional","Cash","Estate"
"1","2125510","820-687-6498","CLOSD","2908 Greenwing Place, Henrico VA 23231","23231","Henrico","Single Family Residence","10/29/2021","$310,000","$320,000","4","Resale (occupied at least once)","1999","Four Mile Run","2,467","0.33","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2103713","K07-2895-3060","CLOSD","3899 Elliott Field Trace, New Kent VA 23141","23141","New Kent","Single Family Residence","10/29/2021","$349,370","$349,370","0","New (never occupied)","2021","Kingsfield","2,247","","4","2.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2128250","779-66-82-28-300-000","CLOSD","5218 White Pickett Lane, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","10/29/2021","$215,000","$225,000","2","Resale (occupied at least once)","1988","Ashton Woods North","1,144","0.21","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2128155","757-70-20-25-400-000","CLOSD","711 Eastwood Drive, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/29/2021","$209,900","$195,000","14","Resale (occupied at least once)","1985","Solar I","960","0.28","2","1.0","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2129209","771-68-09-50-100-000","CLOSD","6607 Manuel Street, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","10/29/2021","$160,000","$158,000","6","Resale (occupied at least once)","1990","Kings Forest","828","0.18","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2128398","039-2-6","CLOSD","1550 Lake Randolph Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","10/29/2021","$800,000","$800,000","5","Resale (occupied at least once)","1989","Mill Quarter","3,579","10.00","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2103293","to be determined","CLOSD","3501 Middlewich Way #UnitI-6, Henrico VA 23231","23231","Henrico","Townhouse","10/29/2021","$264,770","$264,770","0","New (never occupied)","2021","Village at Millers Lane","1,537","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2130197","7787-37-9178","CLOSD","10521 Stony Bluff Drive #Unit401, Hanover VA 23005","23005","Hanover","Condominium","10/29/2021","$229,950","$229,950","2","New (never occupied)","2019","Stony Run","960","0.00","2","1.0","Public Water","Sewer - Public","Cash","Corporate"
