"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2221615","N000-1147-023","CLOSD","506 Arnold Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","10/17/2022","$380,000","$380,000","45","New (never occupied)","2022","Northside Place","1,808","0.09","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2223208","740-66-83-40-700-000","CLOSD","9012 Sugar Hill Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","10/17/2022","$469,777","$480,000","30","Resale (occupied at least once)","2018","Bayhill Pointe","2,527","0.35","5","2.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2218634","817-722-0171","CLOSD","513 Lowell Street, Henrico VA 23223","23223","Henrico","Single Family Residence","10/17/2022","$283,500","$286,500","68","Resale (occupied at least once)","1980","Wynfield","1,568","0.26","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2218102","51A2 1     7","CLOSD","1115 Riverside Drive, New Kent VA 23089","23089","New Kent","Single Family Residence","10/17/2022","$219,900","$225,000","63","Resale (occupied at least once)","1960","Chickahominy Shores","960","0.71","3","1.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2218233","751-70-59-60-900-000","CLOSD","201 Chessington Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","10/17/2022","$259,900","$268,000","75","Resale (occupied at least once)","1976","Archwood","1,753","0.26","3","1.2","Public Water","Sewer - Public","FHA New","Corporate"
"1","2223335","730-755-5442","CLOSD","2600 Southbay Drive, Henrico VA 23233","23233","Henrico","Single Family Residence","10/17/2022","$499,000","$530,500","5","Resale (occupied at least once)","1986","The Colonies At Wilde Lake","3,398","0.63","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2220444","815-65-65-32-100-000","CLOSD","400 Hogans Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","10/17/2022","$572,000","$573,000","22","Resale (occupied at least once)","1996","Rivers Bend","3,712","0.61","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2225247","778-762-4444","CLOSD","8110 Langley Drive, Henrico VA 23060","23060","Henrico","Single Family Residence","10/17/2022","$350,000","$379,000","8","Resale (occupied at least once)","1968","North Mountain Ridge","2,613","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2210450","J13-1788-4536","CLOSD","8058 West Danube Loop, New Kent VA 23124","23124","New Kent","Single Family Residence","10/17/2022","$384,945","$384,945","0","New (never occupied)","2022","Lifestyle at Four Seasons","1,338","","3","2.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2203133","697670545600000","CLOSD","18352 Palisades Court, Chesterfield VA 23120","23120","Chesterfield","Townhouse","10/17/2022","$403,750","$412,320","0","New (never occupied)","2022","Magnolia Green","2,225","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2227395","To be determined","CLOSD","11612 Ellerbee Mill Avenue #Unit2-3, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","10/17/2022","$451,132","$451,132","0","New (never occupied)","2022","The Villas at Iron Mill","2,098","","2","2.1","Public Water","Sewer - Public","VA New","Corporate"
