"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2024428","761-69-75-42-800-000","CLOSD","7709 Yorkdale Drive, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","10/29/2020","$284,000","$282,000","29","Resale (occupied at least once)","1969","Surreywood","2,160","0.48","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2033880","748-744-4075","CLOSD","1308 Vassar Road, Henrico VA 23229","23229","Henrico","Single Family Residence","11/30/2020","$202,000","$211,500","8","Resale (occupied at least once)","1958","Farmington","1,953","0.26","4","2.0","Public Water","Sewer - Public","Cash","REO"
"1","2032539","804-707-4736","CLOSD","1405 Almondberry Place, Henrico VA 23231","23231","Henrico","Single Family Residence","12/15/2020","$225,000","$220,000","4","Resale (occupied at least once)","2000","Almond Creek Estates","1,327","0.17","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2032392","W000-0530-022","CLOSD","1109 West Avenue, Richmond City VA 23220","23220","Richmond City","Single Family Residence","12/21/2020","$750,000","$750,000","8","Resale (occupied at least once)","1900","None","2,356","0.05","3","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2022081","786678303700000","CLOSD","7319 Veyan Way, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","12/21/2020","$307,570","$307,570","0","New (never occupied)","2020","Silverleaf","1,883","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2021897","739-771-0118","CLOSD","4905 Westcott Landing Place, Henrico VA 23059","23059","Henrico","Single Family Residence","12/21/2020","$1,147,500","$1,095,000","62","Resale (occupied at least once)","2008","Westcott At Grey Oaks","6,817","0.61","6","7.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2031629","W022-0348-003","CLOSD","4101 Sulgrave Road, Richmond City VA 23221","23221","Richmond City","Single Family Residence","12/21/2020","$1,995,000","$1,995,000","7","Resale (occupied at least once)","1962","Windsor Farms","5,900","0.70","6","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2018941","777-67-21-90-900-000","CLOSD","8200 Reedy Springs Court, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","12/21/2020","$330,480","$340,368","0","New (never occupied)","2020","Reedy Springs","2,872","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2024862","31-10-2-6-0","CLOSD","2162 Broad Street Road, Goochland VA 23102","23102","Goochland","Single Family Residence","12/21/2020","$289,900","$285,000","65","Resale (occupied at least once)","1986","Three Oaks","2,036","1.48","3","2.0","Well","Septic - Conventional","FHA New","Corporate"
"1","2035066","744-69-06-06-200-000","CLOSD","10906 Corryville Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","12/21/2020","$259,950","$269,950","4","Resale (occupied at least once)","1992","Brandon","2,260","0.27","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2030244","24A  1     5","CLOSD","6800 Egypt Road, New Kent VA 23124","23124","New Kent","Single Family Residence","12/21/2020","$279,500","$277,500","26","Resale (occupied at least once)","1974","None","2,248","0.56","4","3.0","Well","Septic - Alternative","VA New","Individuals"
"1","2034332","756-70-16-38-200-000","CLOSD","8506 Claypool Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","12/21/2020","$249,500","$249,500","6","Resale (occupied at least once)","1981","Solar I","1,828","0.24","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2030710","S006-0372-021","CLOSD","1016 West 46th Street, Richmond City VA 23225","23225","Richmond City","Single Family Residence","12/21/2020","$499,900","$553,525","4","Resale (occupied at least once)","1928","Forest Hill Terrace","2,580","0.34","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
