"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2326158","43-20-0-20-0","CLOSD","2576 Log Cabin Road, Goochland VA 23102","23102","Goochland","Single Family Residence","01/02/2024","$425,000","$425,000","45","Resale (occupied at least once)","1986","Crossroads West","2,048","8.84","4","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2327853","813-727-6871","CLOSD","401 Natchez Road, Henrico VA 23223","23223","Henrico","Single Family Residence","01/02/2024","$369,000","$369,000","13","Resale (occupied at least once)","1962","Shreveport Park","2,844","0.52","4","3.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2322261","Not Yet Assigned","CLOSD","12443 Wescott Avenue, Chesterfield VA 23112","23112","Chesterfield","Condominium","01/02/2024","$299,950","$299,950","44","New (never occupied)","2023","Wescott","1,509","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2328215","TBD","CLOSD","573 Hazel Place #UnitB, Henrico VA 23233","23233","Henrico","Condominium","01/02/2024","$469,990","$450,000","22","New (never occupied)","2023","Gateway Square","2,501","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2328463","767-763-1411","CLOSD","10105 Christiano Drive, Henrico VA 23060","23060","Henrico","Single Family Residence","01/02/2024","$389,500","$389,500","18","Resale (occupied at least once)","1984","Tall Timbers","2,056","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2328133","W0200063024","CLOSD","5306 Marian Street, Richmond City VA 23226","23226","Richmond City","Single Family Residence","01/02/2024","$450,000","$420,000","14","Resale (occupied at least once)","1920","Westwood","2,088","0.15","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2326602","8725-95-8190","CLOSD","6007 Dugout Terrace, Hanover VA 23111","23111","Hanover","Single Family Residence","01/02/2024","$335,000","$332,500","28","Resale (occupied at least once)","1993","Battlefield Green","1,576","0.13","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2327072","748-68-20-81-000-000","CLOSD","10519 Braden Townes Court, Chesterfield VA 23832","23832","Chesterfield","Townhouse","01/02/2024","$379,000","$376,350","7","Resale (occupied at least once)","2019","Braden Townes","1,741","0.14","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2328796","C001-0969-028","CLOSD","9510 Evansway Lane, Richmond City VA 23235","23235","Richmond City","Single Family Residence","01/02/2024","$349,900","$349,900","6","Resale (occupied at least once)","1964","Holiday Hills","1,882","0.52","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2328565","726-70-74-35-900-000","CLOSD","320 Crofton Village Terrace, Chesterfield VA 23114","23114","Chesterfield","Townhouse","01/02/2024","$385,000","$385,000","4","Resale (occupied at least once)","2020","Crofton Village At Charter Colony","2,120","0.04","3","2.2","Public Water","Sewer - Public","Cash","Individuals"
"1","2328387","783-761-5883","CLOSD","1211 Pennsylvania Avenue, Henrico VA 23060","23060","Henrico","Single Family Residence","01/02/2024","$235,000","$235,000","8","Resale (occupied at least once)","1949","Biltmore","976","0.25","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2327448","7637686445","CLOSD","3604 Gracie Lane, Henrico VA 23060","23060","Henrico","Single Family Residence","01/02/2024","$525,000","$525,000","6","Resale (occupied at least once)","2020","Britlyn North","1,898","","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2327341","763-764-1268.151","CLOSD","1000 Heathsville Court #UnitA, Henrico VA 23060","23060","Henrico","Condominium","01/02/2024","$469,500","$465,000","0","Resale (occupied at least once)","2010","Southall @ Crossridge","2,037","","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2327088","E000-1554-008","CLOSD","607 North 38th Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","01/02/2024","$375,000","$393,000","4","Resale (occupied at least once)","1942","None","1,732","0.14","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2327044","755-761-5776","CLOSD","4530 Spring Moss Circle, Henrico VA 23060","23060","Henrico","Townhouse","01/02/2024","$399,000","$390,000","24","Resale (occupied at least once)","2004","The Townes At Meredith Creek","1,966","0.06","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2326595","738-751-6056","CLOSD","12413 Oakhampton Terrace, Henrico VA 23233","23233","Henrico","Single Family Residence","01/02/2024","$419,900","$418,000","20","Resale (occupied at least once)","1994","Edenberry","1,652","0.31","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2322892","N0001364021","CLOSD","512 Pollock Street, Richmond City VA 23222","23222","Richmond City","Single Family Residence","01/02/2024","$156,000","$180,000","31","Resale (occupied at least once)","1950","North Highland Park","1,248","0.13","4","2.0","Public Water","Sewer - Public","Cash","Corporate, REO"
"1","2315414","734-62-67-75-900-000","CLOSD","13307 Corapeake Terrace, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","01/02/2024","$1,550,000","$1,440,000","142","Resale (occupied at least once)","2014","Chesdin Landing","6,787","2.47","4","5.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2319961","768677091000000","CLOSD","6312 Whisperwood Drive, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","01/03/2024","$463,890","$458,590","43","New (never occupied)","2023","Watermark","2,632","","4","2.1","Public Water","Sewer - Public","FHA New Assumption","Corporate"
"1","2307249","7890-54-9560","CLOSD","9570 Seven Sisters Drive, Hanover VA 23005","23005","Hanover","Single Family Residence","01/03/2024","$797,256","$836,657","2","New (never occupied)","2023","Hickory Hill","3,460","1.50","4","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2329179","N000-0388-008","CLOSD","1013 West Leigh Street, Richmond City VA 23220","23220","Richmond City","Single Family Residence","01/03/2024","$340,000","$340,000","2","Resale (occupied at least once)","2006","Carver","1,646","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2328511","760-763-5311","CLOSD","4812 Mill Park Court, Henrico VA 23060","23060","Henrico","Single Family Residence","01/03/2024","$355,000","$375,000","2","Resale (occupied at least once)","1983","Dunncroft","1,728","0.24","3","2.1","Public Water","Sewer - Public","Conventional","Estate"
