"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2232697","J13-1808-3241","CLOSD","7850 West Danube Loop, New Kent VA 23124","23124","New Kent","Single Family Residence","06/05/2023","$394,340","$394,340","0","New (never occupied)","2022","Lifestyle at Four Seasons","1,696","","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2311263","811-728-6844","CLOSD","3837 Mitcheltree Boulevard, Henrico VA 23223","23223","Henrico","Single Family Residence","06/08/2023","$272,500","$274,500","2","Resale (occupied at least once)","1989","Mitcheltree","1,576","0.21","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2136250","Not yet recorded","CLOSD","2262 West Libbie Lake Street #UnitB, Henrico VA 23230","23230","Henrico","Condominium","06/08/2023","$499,900","$554,938","71","New (never occupied)","2021","Libbie Mill Townhomes","2,648","0.00","3","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2309624","8725-23-2592","CLOSD","8172 J David Lane, Hanover VA 23111","23111","Hanover","Single Family Residence","06/08/2023","$324,950","$320,000","5","Resale (occupied at least once)","1987","Cherrydale West","1,480","0.56","4","2.0","Public Water","Sewer - Public","VA New","Corporate"
"1","BRTVAHN2000264","808-705-8426","CLOSD","6304 Springcrest Lane, Henrico VA 23238","23238","Henrico","Single Family Residence","06/08/2023","$330,000","$329,000","10","Resale (occupied at least once)","1996","N/A","2,452","0.00","5","4.0","Public Water","","",""
"1","2307422","849-713-3362","CLOSD","112 Woodview Drive, Henrico VA 23150","23150","Henrico","Single Family Residence","06/08/2023","$310,000","$310,000","2","Resale (occupied at least once)","1965","Bradley Acres","2,045","1.01","3","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2304522","801-736-0609","CLOSD","3811 Austin Avenue, Henrico VA 23222","23222","Henrico","Single Family Residence","06/08/2023","$349,900","$315,000","46","Resale (occupied at least once)","1950","Austin Heights","2,051","0.40","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2310829","800-704-9692","CLOSD","6307 Osborne Turnpike, Henrico VA 23231","23231","Henrico","Single Family Residence","06/08/2023","$299,950","$320,000","6","Resale (occupied at least once)","1952","Nelson Estates","1,975","0.52","3","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2310460","744-749-7176","CLOSD","10214 Pepperhill Lane, Henrico VA 23238","23238","Henrico","Single Family Residence","06/08/2023","$435,000","$470,000","6","Resale (occupied at least once)","1975","Raintree","2,080","0.28","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2311081","748-739-0516","CLOSD","9116 Derbyshire Road, Henrico VA 23229","23229","Henrico","Single Family Residence","06/08/2023","$275,000","$285,000","0","Resale (occupied at least once)","1955","Westriver Hills","1,192","0.31","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
