"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2137155","747-775-3565","CLOSD","11805 Alder Ridge Place, Henrico VA 23059","23059","Henrico","Single Family Residence","02/10/2022","$530,000","$547,500","6","Resale (occupied at least once)","1999","Wyndham Forest","2,474","0.26","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2127287","777670269600000","CLOSD","5607 Windingrun Place, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","02/10/2022","$338,775","$340,459","3","New (never occupied)","2021","Reedy Springs","2,560","","4","2.1","Public Water","Sewer - Public","VHDA ","Corporate"
"1","2117138","786663502300000","CLOSD","10233 Centralia Station Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","02/10/2022","$501,079","$501,079","5","New (never occupied)","2021","Centralia Station","3,012","","4","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","1937956","742-69-99-29-900-000","CLOSD","11000 Vogel Court, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","02/10/2022","$461,150","$498,458","264","New (never occupied)","2020","Bellshire","3,124","0.47","5","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2200764","806-737-4151","CLOSD","4137 Farm Creek Terrace, Henrico VA 23223","23223","Henrico","Single Family Residence","02/10/2022","$285,000","$300,000","3","Resale (occupied at least once)","1991","Maplewood Farms","1,933","0.24","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","BRTVAHA2000048","8727-22-1024","CLOSD","6411 Studley Road, Hanover VA 23116","23116","Hanover","Single Family Residence","02/10/2022","$225,000","$215,000","74","Resale (occupied at least once)","1961","NONE","936","2.00","3","1.0","Well","Septic","",""
"1","2200917","8727-22-1024","CLOSD","6411 Studley Road, Hanover VA 23116","23116","Hanover","Single Family Residence","02/10/2022","$225,000","$215,000","2","Resale (occupied at least once)","1961","None","936","2.00","3","1.0","Well","Septic - Engineered","Conventional","Individuals"
"1","2136718","8714-10-7842","CLOSD","7131 Mill Valley Rd, Hanover VA 23111","23111","Hanover","Single Family Residence","02/10/2022","$329,000","$324,400","3","Resale (occupied at least once)","1989","Mill Valley","1,802","0.27","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2123808","7796-77-0876","CLOSD","9044 White Plains Court, Hanover VA 23116","23116","Hanover","Townhouse","02/10/2022","$431,515","$431,515","5","New (never occupied)","2021","Giles Farm","2,106","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2111531","to be determined","CLOSD","15622 Mosaic Creek Boulevard, Goochland VA 23238","23238","Goochland","Single Family Residence","02/10/2022","$512,367","$521,367","0","New (never occupied)","2021","Mosaic at West Creek","2,039","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2137123","19G  1 1  59","CLOSD","7524 Patriots Landing Place, New Kent VA 23141","23141","New Kent","Single Family Residence","02/10/2022","$529,500","$529,500","7","Resale (occupied at least once)","2007","Patriots Landing","3,482","0.33","5","3.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2105412","710-66-29-63-500-000","CLOSD","16725 Sayley Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","02/10/2022","$497,800","$542,920","0","New (never occupied)","2021","Harpers Mill","3,141","","5","4.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2200102","782-65-48-49-500-000","CLOSD","5640 Elfinwood Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","02/10/2022","$360,000","$385,000","4","Resale (occupied at least once)","2004","Lakewood Farms","1,774","0.60","4","2.1","Public Water","Septic - Conventional","Conventional","Corporate"
"1","2201709","N000-0598-010","CLOSD","2504 North Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","02/10/2022","$225,000","$210,000","7","Resale (occupied at least once)","1920","Battery Court Addition","2,650","0.16","4","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2200160","809-716-6725","CLOSD","4510 Hillbrook Avenue, Henrico VA 23231","23231","Henrico","Single Family Residence","02/10/2022","$235,800","$225,999","7","Resale (occupied at least once)","1977","Village Green","1,090","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2104718","713-67-27-41-200-000","CLOSD","6836 Leire Lane, Chesterfield VA 23832","23832","Chesterfield","Townhouse","02/10/2022","$360,750","$377,753","53","New (never occupied)","2022","Cosby Village Townhomes","2,270","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
