"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2004789","E000-1406-014","CLOSD","1306 N 35th ST","23223","Richmond City","Single Family Residence","04/20/2020","$189,950","$189,950","11","Resale (occupied at least once)","1960","None","986","0.13","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2000537","039-6-32","CLOSD","3404 Lake Randolph CT","23139","Powhatan","Single Family Residence","04/20/2020","$430,000","$427,500","29","Resale (occupied at least once)","2005","None","3,798","2.67","4","3.2","Well","Septic - Conventional","VA New","Individuals"
"1","2004755","19-G111-218","CLOSD","7570 Winding Jasmine RD","23141","New Kent","Single Family Residence","04/20/2020","$399,950","$399,950","6","New (never occupied)","2019","Patriots Landing","3,288","","5","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1932798","C007-0257-005","CLOSD","1025 Derrymore RD","23225","Richmond City","Single Family Residence","04/20/2020","$194,950","$198,700","24","Resale (occupied at least once)","1960","Clinton Court","1,552","0.24","3","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","1936849","723-70-55-60-200-000","CLOSD","14614 Charter Walk PL","23114","Chesterfield","Single Family Residence","04/20/2020","$399,900","$407,900","102","Resale (occupied at least once)","2007","Berkley Village","3,345","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004783","8725-91-3231","CLOSD","6034 Northfall Creek","23111","Hanover","Single Family Residence","04/20/2020","$339,000","$345,000","2","Resale (occupied at least once)","1998","Pebble Creek","2,622","0.41","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2001512","765-69-12-83-000-000","CLOSD","3602 Madras CIR","23832","Chesterfield","Single Family Residence","04/20/2020","$219,950","$211,500","24","Resale (occupied at least once)","1988","Old Creek West","1,764","0.38","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2000298","N000-1131-001","CLOSD","3224 Garland AVE","23222","Richmond City","Single Family Residence","04/20/2020","$215,999","$205,000","23","Resale (occupied at least once)","1922","North Richmond Terrace","2,025","0.15","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2006481","747-69-66-57-100-000","CLOSD","1400 Saint Joan CT","23236","Chesterfield","Single Family Residence","04/20/2020","$249,000","$249,300","5","Resale (occupied at least once)","1982","Brandywine Forest","1,606","0.36","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2006559","720-67-87-22-100-000","CLOSD","14604 Back Bay CT Unit#14604","23112","Chesterfield","Townhouse","04/20/2020","$172,500","$172,500","7","Resale (occupied at least once)","1988","Beacon Hill","1,058","0.05","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
