"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2207946","789-745-3803","CLOSD","620 Winnetka Avenue, Henrico VA 23227","23227","Henrico","Single Family Residence","05/11/2022","$275,000","$275,000","7","Resale (occupied at least once)","1966","Azalea Court","1,545","","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2202344","741-739-8043","CLOSD","9816 Brooks Hall Place, Henrico VA 23238","23238","Henrico","Single Family Residence","05/11/2022","$1,198,000","$1,301,001","2","Resale (occupied at least once)","2005","Riverlake Colony","7,433","0.83","6","7.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2207601","791-65-45-77-800-000","CLOSD","3801 Gill Street, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","05/11/2022","$369,000","$369,000","5","Resale (occupied at least once)","1979","Chester","3,466","0.58","4","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2207984","046-61G","CLOSD","1018 Clement Town Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","05/11/2022","$359,950","$390,000","5","Resale (occupied at least once)","2019","None","1,533","5.61","3","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2125303","722-65-65-99-300-000","CLOSD","11525 Avening Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","05/11/2022","$391,565","$414,186","2","New (never occupied)","2021","Willow Creek","2,500","0.33","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2208748","8724011040","CLOSD","6494 Hanna, Hanover VA 23111","23111","Hanover","Single Family Residence","05/11/2022","$235,000","$285,000","3","Resale (occupied at least once)","1984","High Point Farms","2,016","0.34","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2206488","742-68-75-25-200-000","CLOSD","11506 Clintwood Terrace, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","05/11/2022","$329,950","$325,000","6","Resale (occupied at least once)","2005","Lake Genito","1,836","0.40","3","3.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2208422","W000-1476-013","CLOSD","3209 West Grace Street, Richmond City VA 23221","23221","Richmond City","Single Family Residence","05/11/2022","$575,000","$600,000","6","Resale (occupied at least once)","1924","Sheppard Estates","1,700","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2128563","771-67-72-67-400-000","CLOSD","7008 Hawser Lane, Chesterfield VA 23234","23234","Chesterfield","Townhouse","05/11/2022","$303,040","$303,040","157","New (never occupied)","2021","Watermark","1,480","0.05","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2207650","777-67-53-24-400-000","CLOSD","7701 Mary Page Lane, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","05/11/2022","$489,600","$490,000","4","Resale (occupied at least once)","2018","Windermere","3,152","0.50","5","3.1","Public Water","Sewer - Public","VA Assumption","Individuals"
"1","2206262","721-72-07-63-000-000","CLOSD","3001 Winterfield Road, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","05/11/2022","$625,000","$650,000","5","Resale (occupied at least once)","1988","Salisbury","3,680","1.74","5","3.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2208757","E000-0527-037","CLOSD","611 North 28th Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","05/11/2022","$325,000","$334,000","6","Resale (occupied at least once)","1900","None","1,400","0.03","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
