"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2036517","745-62-54-46-800-000","CLOSD","15631 Corte Castle Terrace, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","03/12/2021","$329,900","$344,600","54","New (never occupied)","2020","Rivers Trace","2,052","1.00","4","3.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2101943","8266992890","CLOSD","3674 BRITTON Road, Henrico VA 23231","23231","Henrico","Single Family Residence","03/12/2021","$102,000","$102,000","12","Resale (occupied at least once)","1950","None","1,408","1.00","3","1.0","Well","Septic - Conventional","Cash","Individuals"
"1","2026646","791636700500000","CLOSD","15307 Harrow Circle, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","03/12/2021","$320,165","$320,165","0","New (never occupied)","2020","Harrowgate Meadows","1,566","","3","2.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2028714","7796-73-4729","CLOSD","9111 Giles Spring Terrace, Hanover VA 23116","23116","Hanover","Single Family Residence","03/12/2021","$497,240","$497,240","0","New (never occupied)","2020","Giles Farm","3,016","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1937355","743-70-03-90-900-000","CLOSD","11030 Vogel Court, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","03/12/2021","$410,450","$472,162","210","New (never occupied)","2020","Bellshire","3,153","0.36","4","2.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2100948","724-64-71-98-900-000","CLOSD","11621 Riverpark Way, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","03/12/2021","$365,000","$372,000","8","Resale (occupied at least once)","1988","River Ridge","2,804","1.02","4","2.1","Well","Septic - Conventional","Conventional","Partnership"
"1","2035228","840-686-3705","CLOSD","8209 Hunters Meadow Drive, Henrico VA 23231","23231","Henrico","Single Family Residence","03/12/2021","$314,950","$319,450","58","New (never occupied)","2020","Hunters Knoll","2,046","1.27","3","2.1","Well","Septic - Conventional","FHA New","Corporate"
"1","2031268","756-761-1158","CLOSD","4504 Padgett Place, Henrico VA 23060","23060","Henrico","Single Family Residence","03/12/2021","$492,725","$502,540","0","New (never occupied)","2020","Middleton Place","2,767","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2102047","7870-79-4491","CLOSD","13970 Lawrence Hill Lane, Hanover VA 23005","23005","Hanover","Single Family Residence","03/12/2021","$439,900","$432,500","20","Resale (occupied at least once)","2014","Ashland Park","2,807","0.29","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100932","756-734-5829","CLOSD","8107 Kingston Road, Henrico VA 23229","23229","Henrico","Single Family Residence","03/12/2021","$775,000","$819,500","5","Resale (occupied at least once)","1957","River Road Hills","3,404","0.60","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100893","726-68-87-84-400-000","CLOSD","2802 Sagecreek Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","03/12/2021","$262,000","$257,000","19","Resale (occupied at least once)","1989","Sagewood","1,922","0.13","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2100111","C005-0366-045","CLOSD","6331 Bergen Drive, Richmond City VA 23225","23225","Richmond City","Single Family Residence","03/12/2021","$325,000","$325,000","11","Resale (occupied at least once)","2004","Westlake Hills","1,995","0.38","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2104662","703-67-31-86-000-000","CLOSD","6431 Richwood Trail, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","03/12/2021","$450,000","$462,000","2","Resale (occupied at least once)","2019","Magnolia Green","2,774","0.16","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2103720","S000-2923-031","CLOSD","4018 Forest Hill Avenue #UnitU2, Richmond City VA 23225","23225","Richmond City","Condominium","03/12/2021","$69,990","$75,000","3","Resale (occupied at least once)","1961","Forest Oaks Condominiums","544","0.01","1","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2101754","817-65-08-25-300-000","CLOSD","620 Okuma Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","03/12/2021","$299,950","$295,000","8","Resale (occupied at least once)","1993","Cameron Hills","2,168","0.92","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2101455","N000-0889-014","CLOSD","2904 Garland Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","03/12/2021","$334,950","$336,950","18","Resale (occupied at least once)","1920","Brookland Park","1,711","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036362","742-71-63-99-900-000","CLOSD","11301 Garden View Pointe, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","03/12/2021","$550,000","$550,000","12","Resale (occupied at least once)","1996","The Gardens At Bellgrade","3,861","0.47","4","4.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2024225","764-68-48-17-500-000","CLOSD","4919 Michaelwood Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","03/12/2021","$271,750","$281,938","42","New (never occupied)","2020","Pennwood Estates","1,678","0.28","3","2.1","Public Water","Sewer - Public","VHDA ","Corporate"
"1","2017623","725-71-17-78-800-000","CLOSD","14201 Amajess Lane, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","03/12/2021","$549,900","$550,800","214","Resale (occupied at least once)","2005","Winterfield Station","4,485","0.51","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036055","790-64-34-89-600-000","CLOSD","13800 Sandy Oak Road, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","03/12/2021","$305,000","$300,000","43","Resale (occupied at least once)","1988","Stoney Glen","2,461","0.25","4","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2031830","747682974000000","CLOSD","4488 Braden Woods Drive #UnitWF, Chesterfield VA 23832","23832","Chesterfield","Townhouse","03/12/2021","$266,460","$287,425","18","New (never occupied)","2020","Braden Townes","1,567","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2033504","W000-1082-046","CLOSD","210 North Stafford Avenue #UnitU4, Richmond City VA 23220","23220","Richmond City","Condominium","03/12/2021","$179,950","$178,550","77","Resale (occupied at least once)","1927","Stafford Square Condominiums","664","0.02","2","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2101298","790-66-04-58-500-000","CLOSD","3718 Mineola Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","03/12/2021","$289,000","$279,000","7","Resale (occupied at least once)","2006","Mineola Heights","1,857","0.34","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036234","749-71-38-64-200-000","CLOSD","1680 Winding Way, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","03/12/2021","$369,500","$365,000","54","Resale (occupied at least once)","1973","Edgehill","2,884","0.33","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2028609","19G12A11 45","CLOSD","2418 Prince Andrew Court #Unit45, New Kent VA 23141","23141","New Kent","Condominium","03/12/2021","$238,030","$238,030","135","New (never occupied)","2020","Cumberland","1,580","","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2102913","774-66-06-33-400-000","CLOSD","6360 Eagles Crest Lane, Chesterfield VA 23832","23832","Chesterfield","Townhouse","03/12/2021","$259,950","$260,000","4","Resale (occupied at least once)","2006","Eagles Crest","2,076","0.09","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2101000","040A-1-1A","CLOSD","2140 Red Lane Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","03/12/2021","$255,000","$235,000","37","Resale (occupied at least once)","1982","None","1,555","1.18","3","2.0","Well","Septic - Conventional","VHDA/FHA","Individuals"
"1","2032239","7787-37-9178","CLOSD","10520 Stony Bluff Dr #Unit111, Hanover VA 23005","23005","Hanover","Condominium","03/12/2021","$306,000","$296,000","0","New (never occupied)","2020","Stony Run","1,436","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2027438","811-690-1778","CLOSD","2120 New Market Road, Henrico VA 23231","23231","Henrico","Single Family Residence","03/12/2021","$247,190","$249,718","11","New (never occupied)","2020","None","1,440","1.00","3","2.1","Public Water","Septic - Alternative","Conventional","Corporate"
"1","2102198","N000-1160-010","CLOSD","3306 Maryland Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","03/12/2021","$224,900","$235,000","4","Resale (occupied at least once)","1927","Highland Park","1,188","0.11","3","1.1","Public Water","Sewer - Public","Conventional","Partnership"
"1","2101850","W000-0209-048","CLOSD","303 South Cherry Street, Richmond City VA 23220","23220","Richmond City","Single Family Residence","03/12/2021","$360,000","$361,000","6","Resale (occupied at least once)","1912","None","1,778","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2102078","785-67-52-69-600-000","CLOSD","7853 Chasing Lane, Chesterfield VA 23237","23237","Chesterfield","Townhouse","03/12/2021","$269,950","$269,900","8","Resale (occupied at least once)","2016","Silverleaf","2,131","0.07","3","2.2","Public Water","Sewer - Public","Cash","Individuals"
"1","2023369","771678085600000","CLOSD","6159 Buntline Lane, Chesterfield VA 23234","23234","Chesterfield","Townhouse","03/12/2021","$258,900","$261,775","85","New (never occupied)","2020","Watermark","1,634","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
