"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2007828","7798-61-3848","CLOSD","9197 Hunters Chase Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","07/14/2020","$340,000","$327,000","35","Resale (occupied at least once)","1990","Fox Head","2,266","0.35","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2017170","8706-80-0388","CLOSD","8100 Academy Drive, Hanover VA 23116","23116","Hanover","Single Family Residence","07/30/2020","$289,950","$289,950","12","Resale (occupied at least once)","1977","None","2,294","1.01","4","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2007830","723-65-64-00-800-000","CLOSD","11601 Longtown Mews, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/31/2020","$356,990","$356,990","62","New (never occupied)","2020","Collington","2,511","","5","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2021220","702-69-23-33-500-000","CLOSD","2910 Mt Hermon Road, Chesterfield VA 23120","23120","Chesterfield","Single Family Residence","08/17/2020","$275,000","$295,000","5","Resale (occupied at least once)","1974","None","1,450","1.00","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2020385","W020-0082-035","CLOSD","1003 Greenway Lane, Richmond City VA 23226","23226","Richmond City","Single Family Residence","08/25/2020","$349,500","$386,000","3","Resale (occupied at least once)","1951","Willow Lawn","1,477","0.21","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2021609","E000-0386-008","CLOSD","214 North 26th Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","08/25/2020","$597,500","$604,500","2","Resale (occupied at least once)","1890","None","2,672","0.06","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2004256","E000-0633-001","CLOSD","520 North 31st Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","08/25/2020","$466,950","$457,000","132","Resale (occupied at least once)","2016","None","2,424","0.06","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936491","757-63-08-50-400-000","CLOSD","9801 Cattail Road, Chesterfield VA 23838","23838","Chesterfield","Single Family Residence","08/25/2020","$254,900","$254,828","129","New (never occupied)","2019","None","1,448","1.26","3","2.0","Well","Septic - Conventional","Cash","Corporate"
"1","2007181","824-690-0937","CLOSD","3044 Macallan Parkway, Henrico VA 23231","23231","Henrico","Single Family Residence","08/25/2020","$385,000","$381,000","7","Resale (occupied at least once)","2009","Castleton","3,632","0.22","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2020733","C004-0747-012","CLOSD","2616 Melbourne Drive, Richmond City VA 23225","23225","Richmond City","Single Family Residence","08/25/2020","$324,000","$330,000","0","Resale (occupied at least once)","1957","Granite Hills","1,744","0.46","3","3.0","Public Water","Sewer - Public","VHDA ","Corporate"
