"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2131673","724-65-61-49-800-000","CLOSD","15024 Hazelbury Circle, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","01/03/2022","$449,000","$448,000","15","Resale (occupied at least once)","2018","Collington","2,989","0.30","4","3.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2134848","19G1 7 4   1","CLOSD","7619 North Franklins Way, New Kent VA 23141","23141","New Kent","Single Family Residence","01/03/2022","$350,000","$357,500","5","Resale (occupied at least once)","2015","Patriots Landing","2,078","0.13","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2124106","720-71-67-08-200-000","CLOSD","2531 Whitecastle Drive, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","01/03/2022","$950,000","$935,000","93","Resale (occupied at least once)","1997","Rosemont","5,400","1.57","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2134265","761-69-76-83-800-000","CLOSD","2120 Lancashire Drive, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","01/03/2022","$389,950","$385,000","10","Resale (occupied at least once)","1969","Surreywood","2,307","0.37","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2129980","729-66-71-21-800-000","CLOSD","13812 Citation Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","01/03/2022","$345,000","$340,000","19","Resale (occupied at least once)","1992","Triple Crown","2,341","0.30","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2132351","754-748-6196","CLOSD","1928 North Parham Road, Henrico VA 23229","23229","Henrico","Single Family Residence","01/03/2022","$265,000","$252,500","23","Resale (occupied at least once)","1962","Windsordale","1,400","0.32","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2136779","753-755-3142.209","CLOSD","3212 Matilda Cove #Unit209, Henrico VA 23294","23294","Henrico","Condominium","01/03/2022","$169,900","$179,000","2","Resale (occupied at least once)","1991","Pemberton Oaks Condo","956","0.02","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2136173","738-71-09-32-500-073","CLOSD","1327 Tannery Circle, Chesterfield VA 23113","23113","Chesterfield","Condominium","01/03/2022","$264,950","$305,000","10","Resale (occupied at least once)","2000","Buckingham Wood","1,492","16.56","2","2.0","Public Water","Sewer - Public","Cash","Estate"
"1","2135267","772-67-52-81-900-000","CLOSD","7313 Larsen Mews, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","01/03/2022","$374,900","$375,000","3","Resale (occupied at least once)","2011","Watermark","2,688","0.27","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2135148","8723-39-8775","CLOSD","6307 Draperfield Road, Hanover VA 23111","23111","Hanover","Single Family Residence","01/03/2022","$275,000","$280,000","1","Resale (occupied at least once)","1989","Sledd Run","1,540","0.23","4","2.0","Public Water","None","VHDA ","Individuals"
"1","2135021","3-2-0-4-0","CLOSD","4494 Shannon Hill Road, Goochland VA 23038","23038","Goochland","Single Family Residence","01/03/2022","$329,000","$329,000","2","New (never occupied)","2021","None","1,400","2.37","3","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2134852","E012-0281-031","CLOSD","1704 Rogers Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","01/03/2022","$239,900","$239,900","7","Resale (occupied at least once)","1952","Chelsea Place","1,401","0.14","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2134610","724-69-82-23-000-000","CLOSD","1512 Denby Way, Chesterfield VA 23114","23114","Chesterfield","Single Family Residence","01/03/2022","$469,900","$480,675","3","Resale (occupied at least once)","2004","Rutherford Village At Charter Colony","3,096","0.24","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2134503","42-21","CLOSD","9481 Sturgeon Point Road, Charles City County VA 23030","23030","Charles City County","Single Family Residence","01/03/2022","$624,950","$600,000","25","Resale (occupied at least once)","2013","None","1,554","42.84","3","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2134201","W019-0185-005","CLOSD","4704 Park Avenue, Richmond City VA 23226","23226","Richmond City","Single Family Residence","01/03/2022","$489,000","$489,000","4","Resale (occupied at least once)","1946","Colonial Place","1,581","0.15","4","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2134194","817-64-63-87-400-000","CLOSD","505 Martineau Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","01/03/2022","$402,500","$405,000","11","Resale (occupied at least once)","1990","New Rochelle At Rochedale","2,533","0.93","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2133847","016A-5-27","CLOSD","3701 Mill Mount Terrace, Powhatan VA 23139","23139","Powhatan","Single Family Residence","01/03/2022","$629,950","$650,000","3","Resale (occupied at least once)","2020","Westlake At Mill Mount","3,028","3.23","4","4.0","Well","Septic - Conventional","Cash","Individuals"
