"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2210187","8704-86-2332","CLOSD","8092 signal hill Road, Hanover VA 23111","23111","Hanover","Single Family Residence","06/03/2022","$215,500","$218,000","8","Resale (occupied at least once)","1940","None","1,208","0.32","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2209727","770-69-21-63-100-000","CLOSD","4007 Laurelwood Road, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","06/03/2022","$270,000","$270,000","3","Resale (occupied at least once)","1973","Belfair","1,988","0.27","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2208605","765-748-5855.114","CLOSD","2749 Acadia Drive #UnitB, Henrico VA 23294","23294","Henrico","Condominium","06/03/2022","$491,990","$491,990","32","New (never occupied)","2022","West Broad Landing","2,518","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2126805","821-700-1485","CLOSD","6700 Monahan Court, Henrico VA 23231","23231","Henrico","Single Family Residence","06/03/2022","$194,999","$169,999","6","Resale (occupied at least once)","1940","None","1,050","2.80","3","1.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2212013","780-65-54-10-600-000","CLOSD","11609 Buckhurst Street, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","06/03/2022","$375,000","$390,000","3","Resale (occupied at least once)","1971","Buxton","3,031","1.02","5","3.1","Public Water","Septic - Conventional, Sewer - Public","VA New","Individuals"
"1","2211922","811-65-05-32-700-000","CLOSD","13536 Green Spire Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","06/03/2022","$345,000","$370,000","6","Resale (occupied at least once)","2014","Cypress Woods","1,997","0.25","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2211097","E000-1273-009","CLOSD","1401 Oakwood Avenue, Richmond City VA 23223","23223","Richmond City","Single Family Residence","06/03/2022","$424,900","$442,000","4","Resale (occupied at least once)","1915","Mccarthy Vineyard","1,710","0.09","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2203750","822-722-1267","CLOSD","203 South Kalmia Avenue, Henrico VA 23075","23075","Henrico","Single Family Residence","06/03/2022","$220,000","$223,000","13","Resale (occupied at least once)","1997","Highland Springs","1,040","0.22","3","2.0","Public Water","Sewer - Public","VA New","Other"
"1","2202647","C0081053077","CLOSD","5801 Olas Court, Richmond City VA 23224","23224","Richmond City","Single Family Residence","06/03/2022","$403,025","$403,025","5","New (never occupied)","2022","Governor's Retreat","2,765","","5","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2130190","697670115900000","CLOSD","18501 Palisades Court, Chesterfield VA 23120","23120","Chesterfield","Townhouse","06/03/2022","$431,925","$431,925","0","New (never occupied)","2021","Magnolia Green","2,106","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2128383","730-66-28-80-900-000","CLOSD","12925 Craftsbury Court, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","06/03/2022","$476,950","$546,862","0","New (never occupied)","2022","Collington East","3,165","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2107130","716-69-30-37-200-000","CLOSD","2400 Willowvale Place, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","06/03/2022","$459,950","$557,627","0","New (never occupied)","2021","Newmarket","3,758","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2136018","20B-2-22","CLOSD","3751 Elliot Field Trace, New Kent VA 23141","23141","New Kent","Single Family Residence","06/03/2022","$394,070","$394,070","81","New (never occupied)","2021","Kingsfield","1,982","","4","2.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2210924","789-64-06-81-000-000","CLOSD","4510 Exton Lane, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","06/03/2022","$279,950","$291,000","6","Resale (occupied at least once)","1990","Greenbriar","1,694","0.34","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2210528","N017-0498-032","CLOSD","1709 Avondale Avenue, Richmond City VA 23227","23227","Richmond City","Single Family Residence","06/03/2022","$450,000","$450,000","12","Resale (occupied at least once)","1950","Rosedale","2,034","0.19","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2212231","W000-0808-011","CLOSD","1817 West Cary Street, Richmond City VA 23220","23220","Richmond City","Single Family Residence","06/03/2022","$425,000","$425,000","0","Resale (occupied at least once)","1900","None","1,486","0.05","3","3.0","Public Water","Sewer - Public","Conventional","Partnership"
"1","2208106","735-748-5949","CLOSD","10812 Stanton Way, Henrico VA 23238","23238","Henrico","Single Family Residence","06/03/2022","$305,000","$300,000","10","Resale (occupied at least once)","1990","Sussex Wood","1,348","0.15","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2203208","19G12A21 81","CLOSD","7749 Battlefield Commons #Unit81, New Kent VA 23141","23141","New Kent","Condominium","06/03/2022","$278,900","$278,900","11","New (never occupied)","2021","Cumberland","1,580","","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2212322","N000-1040-022","CLOSD","3121 North Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","06/03/2022","$324,950","$331,000","5","Resale (occupied at least once)","1923","Brookland Park","1,390","0.17","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
