"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2116697","738-749-3022","CLOSD","1802 Timbermead Road, Henrico VA 23238","23238","Henrico","Single Family Residence","07/30/2021","$479,000","$479,000","26","Resale (occupied at least once)","1983","Oak Ridge","2,898","0.40","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2102104","810-731-0396","CLOSD","3821 Purple Haze Court, Henrico VA 23223","23223","Henrico","Single Family Residence","07/30/2021","$367,700","$367,700","0","New (never occupied)","2021","Harvie Point","2,325","","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2028791","825-66-20-10-800-000","CLOSD","2030 James Overlook Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","07/30/2021","$442,950","$523,518","0","New (never occupied)","2021","Meadowville Landing","2,865","","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2117458","N0180504022","CLOSD","808 Rex Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","07/30/2021","$179,950","$175,000","22","Resale (occupied at least once)","1964","Oak Park","910","","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2112622","117523","CLOSD","7370 Fougere Place, New Kent VA 23124","23124","New Kent","Single Family Residence","07/30/2021","$385,990","$385,990","3","New (never occupied)","2020","Arbors","2,527","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2110665","7758-19-3896","CLOSD","13520 Greenwood Road, Hanover VA 23059","23059","Hanover","Single Family Residence","07/30/2021","$589,950","$570,000","15","Resale (occupied at least once)","1974","None","5,331","5.34","5","4.1","Well","Septic - Conventional","VA New","Individuals"
"1","2113320","722-65-58-18-400-000","CLOSD","11931 Longtown Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/30/2021","$393,145","$423,595","2","New (never occupied)","2021","Willow Creek","2,788","0.45","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2119123","746-756-3922","CLOSD","10912 Foxmoore Avenue, Henrico VA 23233","23233","Henrico","Single Family Residence","07/30/2021","$385,000","$382,000","12","Resale (occupied at least once)","1981","Cross Keys","2,320","0.27","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2106623","018B-1B-2","CLOSD","2631 Glenalmond Court, Powhatan VA 23139","23139","Powhatan","Single Family Residence","07/30/2021","$1,295,000","$1,150,000","29","Resale (occupied at least once)","2003","Greywalls","6,786","2.53","4","4.3","Well","Septic - Conventional","VA New","Estate"
"1","2118986","7796-66-5874","CLOSD","9028 Airwell Court, Hanover VA 23116","23116","Hanover","Single Family Residence","07/30/2021","$499,990","$499,990","0","New (never occupied)","2021","Giles Farm","2,792","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2116606","727-66-97-18-000-000","CLOSD","7306 Buck Rub Lane, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/30/2021","$250,000","$250,000","14","Resale (occupied at least once)","1989","Deer Run","1,312","0.74","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2116426","015-18B","CLOSD","4352 Three Bridge Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","07/30/2021","$379,850","$388,850","21","Resale (occupied at least once)","1973","None","2,272","4.00","5","3.0","Well","Septic - Conventional","Conventional","Corporate"
"1","2027052","798-64-78-40-000-000","CLOSD","14012 Laketree Drive, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","07/30/2021","$344,333","$344,333","8","New (never occupied)","2020","Forest Lake","2,636","0.47","4","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2117399","790-757-1794","CLOSD","8409 Franconia Road, Henrico VA 23227","23227","Henrico","Single Family Residence","07/30/2021","$298,000","$300,000","8","Resale (occupied at least once)","1958","Wildwood","1,842","0.28","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2113028","740-69-15-30-800-000","CLOSD","2406 Brookforest Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","07/30/2021","$229,900","$250,000","12","Resale (occupied at least once)","1994","Clarendon","1,596","0.86","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2107582","812-729-2485","CLOSD","3905 Korth Lane, Henrico VA 23223","23223","Henrico","Single Family Residence","07/30/2021","$259,950","$240,000","22","Resale (occupied at least once)","1990","Mitcheltree","1,782","0.33","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2115827","737-70-90-40-700-000","CLOSD","1010 Warminster Drive, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","07/30/2021","$269,950","$260,000","21","Resale (occupied at least once)","1975","Old Coach Hills","1,728","0.34","4","1.1","Public Water","Sewer - Public","Conventional","Individuals"
